题目,朝代,作者,内容
瑞鹤仙 甲午春作邓尉探梅游,近现代末当代初,张伯驹,座中谁绿鬓，借酒上颜红，暂生潮润。回顾事犹近，算枉抛心力，空能传恨。斜阳隐隐，看又送轻帆去稳。怕行程、羁旅江南，误了几番芳信。休问。梅花无恙，笑我全非，十年前俊。柔肠寸寸，愁未了，意难尽。奈徘徊双影，片时相对，梦似罗浮易醒。盼归来、勒住春风，北技未损。
水调歌头 其一 南行逢春雪至金陵稊园词社以此调咏春江花月夜因赋,近现代末当代初,张伯驹,睡醒欠伸起，开眼换山川。迷离不辨天地，春雪正漫漫。昨日黄沙白草，今日琼枝玉树，一夜到江南。江水今犹昔，江月古长圆。江与月，花与雪，映钟山。风流六代不见，只有夜潮还。月为花来写照，花为江山生色，雪为月增妍。我岂谪仙侣，着我在其间。
水调歌头 其二 元宵日邓尉看梅花是日为慧素生日,近现代末当代初,张伯驹,明月一年好，始见此宵圆。人间不照离别，只是照欢颜。侍婢梅花万树，杯酒五湖千顷，天地敞华筵。主客我同汝，歌啸坐花间。当时事，浮云去，尚依然。年少一双璧玉，人望若神仙。经惯桑田沧海，踏遍千山万水，壮采入毫端。白眼看人世，粱孟日随肩。
瑞鹤仙 生日在西湖,近现代末当代初,张伯驹,洛阳张好好，也迟暮飘零，琵琶羞抱。清波倚栏照，似依稀相识，者般人老。风流侧帽，算空忆、承平年少。问前游、几换东风，白发乱生春草。休恼。梅花候我，勒住春寒，残妆犹俏。来迟去早，愁遮住，断桥道。看百年住事，湖山无恙，只是春婆梦窅。又回头、人海长安，债尘未了。
水调歌头 偕慧素登祝融岳祝融峰绝顶,近现代末当代初,张伯驹,南纪耸天柱，轸野列三台。五岳并尊齐长，作镇势崔嵬。足插洞庭百里，面向潇湘九转，七十二峰开。淑气接朱鸟，春带岭头梅。携翠袖，历吴楚，过江淮。俯瞰曾飞天外，今又踏芒鞋。双手拨开云雾，直上祝融绝顶，回首望燕台。不度衡阳去，人与雁归来。
瑞鹤仙 其一 西湖归来载兰花丛为赋,近现代末当代初,张伯驹,可怜论价买，纵零落孤芳，也羞萧艾。无人自丰采，有五湖烟雨，扁舟轻载。云裾露带，更掩映、梅边竹外。漫螺痕、写入秦淮，身世美人同慨。何在。当门须去，不共春风，冶桃相赛。寒盟久废，同心会，总难再。似琵琶马上，杜鹃声里，乍见行妆绝代。喜芸窗、伴取青莲，贮来水绘。
瑞鹤仙 其二 大觉寺看杏花,近现代末当代初,张伯驹,北梅亭尚在，纵依旧东风，游人都改。青山自余黛，映花光岚影，夕晖朝霭。云绡雾彩，罨画出、芳林一带。甚江南、铜井铜坑，不让雪香成海。应悔。玉楼人醉，宝马金鞭，少年豪概。经时换代，故宫远，总同慨。忆踏青俦侣，随春俱去，了却繁华宿债。听斜阳、清梵钟声，顿离色界。
水调歌头 看玉兰花下作,近现代末当代初,张伯驹,壁月春无价，琼树雪传神。后庭歌唱遗曲，犹似隔江闻。卸却铅华不御，只作蛾眉淡扫，疑是蕊宫人。控鹤下瑶阙，骑马入金门。雨无凭，风无准，暗销魂。更有梨花相映，能得几黄昏。偷觑水晶帘底，颜色都无着处，孤洁自天真。回笑闲桃李，净土与红尘。
玉楼春 和稼庵韵,近现代末当代初,张伯驹,天涯三月伤春惯，春色恼人还要看。柳丝乱似未梳头，梨蕊淡如初洗面。芳菲几日成衰晚，红紫纷纷深更浅。今年花落有明年，雨妒风狂休去管。
黄鹂绕碧树 游春,近现代末当代初,张伯驹,桃李东风笑，春游正好，翠迷香软。小雨初晴，看山明似洗，水波平岸。簇红乱紫，几颠倒、狂莺痴燕。尽北国、上苑芳郊，未减河阳潘县。欲去长安又恋。算空余、柳垂青眼。甚情思、只愁随草长，欢逐萍散。陌上落英尚在，奈镜里颜先变。年年此日看花，不须人劝。
潇湘夜雨 题红楼梦新证,近现代末当代初,张伯驹,丝藕萦心，砚冰滴泪，脂红写尽酸辛。可怜儿女此天真。生死误、多情种子，身世似亡国词人。江南梦，楝花落处，已是残春。千年哀史，曲终不见，弦断犹闻。有庾郎才笔，犹为传神。辞绝妙、还猜幼妇，文捭阖、更起新军。看坛坫、声华藉甚，鹰隼出风尘。
拜星月慢 甲午中秋与娄生稼庵钟美赏月依梦窗韵,近现代末当代初,张伯驹,露净街声，月涵空影，一泻银河垂地。此夕年年，换清凉人世，与君赏，试向阑干曲处微步，冷浸罗衣如洗。故国天涯，共光辉千里。豆篱边、络纬啼寒砌，隔墙和、断续砧声起。客心容易悲秋，泫灯花红腻。怕良宵、酒少偏多醉。笙歌散、小巷家家闭。但举头犹自团圆，照羁人愁外。
风入松 甲午重阳风雨同娄生稼庵城南登高,近现代末当代初,张伯驹,乱山如恨不能平，拥翠入高城。万家楼阁疏林里，看低云、飞上帘旌。鸦影翻残暝色，雁行带到秋声。重阳曾遇十年睛，依旧此江亭。今朝风雨同携酒，更休嫌、风雨无情。且共黄花冷淡，莫愁红叶飘零。
人月圆 甲午中秋敏庵举家自蜀返而正刚去津余聚后归家更独赏月有作,近现代末当代初,张伯驹,恒河沙数星辰绕，一月在中天。婆娑无影，山河不动，万象清寒。蚕业客返，津桥人去，各自团圆。我身弹指，光明长在，盈昃随缘。
燕山亭 琼岛艮赋石,近现代末当代初,张伯驹,驱使秦鞭，追逐汉槎，往事愚公应误。灯火梦华，早化刀兵，花木寿峰非故。流落胡沙，与哀曲、玉龙同谱。回顾。甚震泽烟波，汴京尘土。直到长白钟灵，记游幸当时，几番歌舞。冰雪异乡，五国愁城，谁思赵家前主。地北天南，算阅尽。兴亡如许。今古，都一片、韩陵无语。
朝玉阶 樱桃,近现代末当代初,张伯驹,三月樱桃乍熟时，网铃轻结系，怕莺知。珠圆霞晕缀枝枝，还疑红豆子，惹相思。筠笼偷看美人携，鲜妍凝指甲，凤仙泥。销魂筵上唱新词，小唇香唾吐，破胭脂。
人月圆 中秋无月,近现代末当代初,张伯驹,连朝风雨无凭准，天意未教晴。良宵难负，却宜作客，不动乡情。循环一理，盈还又缺，缺又还盈。暂时韬彩，浮云散去，何碍光明。
浣溪沙 其一 咏海棠,近现代末当代初,张伯驹,金屋深深合护持，春风倚槛斗腰支，玉颜微醉晕胭脂。百样娉婷难入画，十分富丽不宜诗，含情无语夕阳时。
浣溪沙 其二 咏海棠,近现代末当代初,张伯驹,睡态惺忪唤未醒，云鬟斜亸看轻盈，人间那有此倾城。若待流觞春亦醉，不须烧烛夜还明，直疑香国梦中行。
菩萨蛮 其一 偕慧素南游春暮未归客邸忆故园海棠作,近现代末当代初,张伯驹,画帘日暖春如醉，酒波夜照胭脂睡。道是海棠时，思归泪暗垂。天涯春又晚，楼外回双燕。今日误看花，明年何处家。
菩萨蛮 其二 偕慧素南游春暮未归客邸忆故园海棠作,近现代末当代初,张伯驹,阑干落尽梨花雪，春归剩有双飞蝶。一望恨绵绵，断肠芳草天。玉笙花外弄，醒后情如梦。是梦也难留，灯残人更愁。
菩萨蛮 其一,近现代末当代初,张伯驹,银灯影射唐花艳，金盘椒酒团圆宴。爆竹一声声，催人华发生。春晖无限好，自看年犹少。两字报平安，今年胜去年。
菩萨蛮 其二,近现代末当代初,张伯驹,庭前犹积残年雪，良辰又到元宵节。人寿月团圆，红妆围绮筵。银花开火树，竞看龙灯舞。装点似承平，繁华不夜城。
菩萨蛮 其三,近现代末当代初,张伯驹,玉蝀垂影桥如带，龙池水暖冰初解。芳信到迎春，柳黄初未匀。春风吹露草，又绿长安道。小雨润香泥，闲花逐马蹄。
菩萨蛮 其四,近现代末当代初,张伯驹,氤氲香篆盘炉凤，貂裘不脱春寒重。明日是花朝，雪中开小桃。阴阴琼岛路，冷坼胭脂树。杨柳锁楼台，去年双燕来。
菩萨蛮 其五,近现代末当代初,张伯驹,池波微皱风初起，鱼苗三寸生春水。照影倚红阑，分明镜里天。苔痕墙外道，傍晚人行少。背立夕阳斜，开残绿杏花。
菩萨蛮 其六,近现代末当代初,张伯驹,小庭悄悄重门隔，梅枝鹊踏飘香雪。一曲琵琶催，南花入北来。胡天环佩冷，怜写红罗影。名士唱新词，佳人借口脂。
菩萨蛮 其七,近现代末当代初,张伯驹,出墙红杏春风闹，秋千墙里佳人笑。冲破绿杨烟，罗裙直上天。断肠寒食道，何处无芳草。花落子规啼，楼头日又西。
菩萨蛮 其八,近现代末当代初,张伯驹,锦屏十丈阑干倚，妖娆无限东风里。一片雾中天，海棠占大年。夜深春睡懒，更觉红妆艳。灯下对倾城，花光夺月明。
菩萨蛮 其九,近现代末当代初,张伯驹,双薰茉莉浮香茗，软酥初熟藤萝饼。飞雪午晴天，浑身沾柳绵。一庭风过处，四面飘红雨。花片入残卮，招来蝴蝶飞。
菩萨蛮 其十,近现代末当代初,张伯驹,石家不见黄金屋，绿珠怜对人如玉。春日上浓妆，娇容羞海棠。碧梧栖彩凤，都是多情种。日日早归家，为伊迟看花。
菩萨蛮 其十一,近现代末当代初,张伯驹,牡丹时节春风丽，一尊相对贞元士。金殿夜朝天，白头思少年。残阳楼外挂，返照琉璃瓦。泪眼看花枝，此情鹦鹉知。
菩萨蛮 其十二,近现代末当代初,张伯驹,牡丹凋谢荼蘼老，锦茵不忍残英扫。春事已阑珊，销魂芍药栏。烽烟仍满地，未碍芳时丽。再作看花人，明年花更新。
鹧鸪天 其一 春尽病中作,近现代末当代初,张伯驹,不是关情也有情，十年愁病损兰成。颜衰怕见时藏镜，眼倦难明每近灯。花自落，草新生，东风吹到几时停。才能拭了伤春泪，帘外莺啼又数声。
鹧鸪天 其二 春尽病中作,近现代末当代初,张伯驹,乍捲疏帘觉晓凉，扶筇缓步小银塘。池波滟滟容新雨，花木欣欣恋早阳。茶鼎沸，药炉香，谁知过却好时光。近来一病一回老，身似秋林不耐霜。
酒泉子 其一,近现代末当代初,张伯驹,斜月西楼，楼外残莺啼晓。夜难眠，还起早，懒梳头。胭脂匀了恹恹地，鹦哥那解人意。理琴弦，弹流水，恨悠悠。
酒泉子 其二,近现代末当代初,张伯驹,青杏黄时，还记花开那日。月朦胧，吹玉笛，影参差。近来才减伤春恨，昼闲长觉困。镜奁中，惊瘦损，没人知。
清平乐 其一 落叶,近现代末当代初,张伯驹,洞庭波起，渺渺人千里。楼外夕阳多憔悴，雁背带来秋意。残灯支枕无眠，声声只在林间。一夜西风卷尽，开门又见青山。
清平乐 其二 落叶,近现代末当代初,张伯驹,萧萧渐急，堆满阑干侧。穿月飘风无气力，谁共落花怜惜。春红夏绿凋零，一般同是伤情。拾取欲题无语，凭他去做秋声。
清平乐 其三 落叶,近现代末当代初,张伯驹,莺娇燕婉，转瞬繁华换。抱影声嘶蝉噪晚，也怨浓阴忒短。如何一夜霜飞，无端飘坠谁依。今日堆尘委路，原来曾在高枝。
人月圆 其一 庚寅八月十三日词社同人于稷园作中秋预集,近现代末当代初,张伯驹,相看座上须眉古，我亦鬓成霜。楼台寂寞，承平回首，莫问霓裳。金瓯依旧，浮云便有，不碍清光。酒如长满，人如长聚，老也无妨。
人月圆 其二 庚寅八月十三日词社同人于稷园作中秋预集,近现代末当代初,张伯驹,将圆已放圆时彩，更不待团圞。芳华豆蔻，娉婷恰似，好好当年。秋光几易，贞元人老，殿阙依然。及时须赏，阴晴难定，欲买无钱。
人月圆 其三 庚寅八月十三日词社同人于稷园作中秋预集,近现代末当代初,张伯驹,秋光何似春光好，见月易思家。忘年俦侣，青衫白发，同是天涯。宫城咫尺，红墙一水，银汉微斜。嫦娥不识，人间兴废，几换繁华。
虞美人 其一 本意,近现代末当代初,张伯驹,江东子弟歌中哭，已失秦家鹿。轻撞玉斗范增嗔，何不教伊舞剑向鸿门。红颜生死皆千古，怜被英雄误。汉王霸业几秋风，输与美人芳草属重瞳。
虞美人 其二 本意,近现代末当代初,张伯驹,雉妖人彘谁家妇，敢与争千古。寄魂芳草舞春风，也似杜鹃啼断杜鹃红。泪凝斑竹花凝血，一样情凄绝。江山难抵美人恩，不见五陵陵树只斜曛。
三字令 其一,近现代末当代初,张伯驹,春已半，太匆匆，恨重重。明日雨，夜来风。草芊眠，花淡荡，柳惺忪。肠欲断，梦相逢，月溶溶。香阁掩，绣帷空。绿弦心，红蜡泪，两情同。
三字令 其二,近现代末当代初,张伯驹,寒食近，雨丝丝，草萋迷。粱燕语，柳莺啼。落花多，红粉老，白头归。行乐地，宴游时，夕阳低。人自去，马频嘶。笛声哀，尊酒尽，泪空垂。
菩萨蛮 其一 和正刚春愁韵,近现代末当代初,张伯驹,东风芳草年年碧，去年屐齿痕犹湿。桃李又繁华，今年不在家。流莺窥绣户，绿遍垂杨树。闲煞旧楼台，主人来未来？
菩萨蛮 其二 和正刚春愁韵,近现代末当代初,张伯驹,自家心事谁能道，阶前空有相思草。枝上恨啼莺，可知人远行？春残独作客，云树关山隔。无处不天涯，何须望眼赊。
南歌子 其一 绿牡丹,近现代末当代初,张伯驹,颜色分鹦鹉，毛仪讶凤凰。窗纱蕉影映花光，休认成阴结子过芬芳。
南歌子 其二 绿牡丹,近现代末当代初,张伯驹,竹叶杯浮酒，柳衣汁染香。洛阳曾与醉千场，狂杀当时惨绿少年郎。
南歌子 其三 绿牡丹,近现代末当代初,张伯驹,影映苹婆釉，光摇度母坛。色香不住有情天，悟到非花非叶是真禅。
南歌子 其四 绿牡丹,近现代末当代初,张伯驹,照人琉璃镜，盛来翡翠盘。封书字拟鸭头丸，好为花王夜奏乞春寒。
鹧鸪天 其一 春感,近现代末当代初,张伯驹,往事重寻陌上尘，年年肠断几黄昏。花开花落浑如梦，春去春来不问人。风数阵，雨兼旬，还愁白发对清尊。一生半了繁华事，红紫纷纷只闭门。
鹧鸪天 其二 春感,近现代末当代初,张伯驹,燕子楼头半夕阳，眼前花事太匆忙。却愁飞絮如心乱，不信游丝比恨长。歌百阕，酒千觞，风流犹似少年狂。明明知是春婆梦，也莫空来梦一场。
鹧鸪天 其三 春感,近现代末当代初,张伯驹,春去春来随自然，来时尘土去时烟。花残更有重开日，人老曾无再少年。愁似海，酒如船，只从醉里结姻绿。画图愿写花和我，相对不知谁可怜。
