"题目"，"朝代"，"作者"，"内容"
"无锡舅相送衔涕别","南北朝","江淹","心远路已迥，意满辞未陈。曾风漂别盖，北云竦征人。杯酒怜岁暮，志气非上春。若无孤鸟还，沥泣何所因。"
"冬尽难离和丘长史诗","南北朝","江淹","閒居深怅怅，飔寒拂中闺。宝礼自千里，缣书果君题。山川吐幽气，云景抱长怀。兹别亦为远，潮澜郁东西。汀皋日惨色，桂暗猿方啼。揽意谁侘傺，屑涕在心乖。杜蘅念无沫，石兰终不暌。冀总岁暮驾，游衍苍山蹊。"
"古意报袁功曹诗","南北朝","江淹","从军山陇北，长望阴山云。泾渭各异流，恩情于此分。故人赠宝剑，镂以瑶华文。一言凤独立，再说鸾无群。何得晨风起，悠哉凌翠氛。黄鹄去千里，垂涕为报君。"
"外兵舅夜集诗","南北朝","江淹","丹林一叶旧，碧草从此空。烟光拂夜色，华舟荡秋风。敛意怅何已，极望情思中。瑶澜寂以晏，若采能几终。暮心亦谁寄，江皋桂有丛。"
"伤内弟刘常侍诗","南北朝","江淹","金璧自蕙质，兰杜信嘉名。丹彩既腾迹，华萼故扬声。伊余方罢秀，叹息向君荣。谁疑春光昃，何遽秋露轻。远心惜近路，促景怨长情。风至衣袖冷，况复蟪蛄鸣。白露沿汉沼，明月空汉生。长悲离短意，恻切吟空庭。注欷东郊外，流涕北山坰。"
"刘仆射东山集学骚","南北朝","江淹","含秋一顾。眇然山中。檀栾循□。便娟来风。木瑟瑟兮气芬蒀。石戋戋兮水成文。擿江崖之素草。窥海岫之青云。愿芙蓉兮未晦。遵江波兮待君。"
"刘仆射东山集诗","南北朝","江淹","萧萧云色滋，惟爱起长思。乔木啸山曲，征鸟怨水湄。共惜玉樽暮，愿是光阴迟。绅裳视绝云，衔意方此时。诵饰江皋驾，终从海滨诗。"
"杂体诗三十首 其十五 刘太尉琨伤乱","南北朝","江淹","皇晋遘阳九，天下横氛雾。秦赵值薄蚀，幽并逢虎据。伊余荷宠灵，感激徇驰骛。虽无六奇术，冀与张韩遇。宁戚扣角歌，桓公遭乃举。荀息冒崄难，实以忠贞故。空令日月逝，愧无古人度。饮马出城濠，北望沙漠路。千里何萧条，白日隐寒树。投袂既愤懑，抚枕怀百虑。功名惜未立，玄发已改素。时哉苟有会，治乱惟冥数。"
"当春四韵同□左丞诗","南北朝","江淹","雷萌山中草，云煦江上花。流烟漾璇景，轻风泛凌霞。我有幽兰念，衔意瞩里斜。友人殊未还，独慰檐前华。"
"杂三言五首 其二 访道经","南北朝","江淹","百学兮异文。锦派兮绮分。珍君之言兮皦无际。悦子之道兮迥不群。澹深韵于白水。俨高意于浮云。轨贤豪于后学。轶望识于前文。兹道兮可传。可传兮皓然。挟兹心兮赴绝国。怀此书兮坐空山。空山隐辚兮穷翠崿。水散漫兮涵素壑。海外阴兮气昙昙。江上月兮光灼灼。东南出兮是一山。西北来兮乃双鹤。池中莲兮十色红。窗前树兮万叶落。四壁深兮乃泬㵳。左右虚兮如寂寞。寂寞兮山室。德经兮道?。荡魂兮刷气。掩忧兮静疾。信若人兮先觉。聊与子兮如一。"
"杂三言五首 其一 构象台","南北朝","江淹","曰上妙兮道之精。道之精兮俗为名。名可宗兮圣风立。立圣风兮兹教生。写经记兮记图刹。画影象兮在丹青。起净法兮出西海。流梵音兮至索溟。网紫宙兮洽万品。冠璇寓兮济群生。余汩阻兮至南国。迹已徂兮心未扃。立孤台兮山岫。架半室兮江汀。累青杉于涧构。积红石于林棂。云八重兮七色。山十影兮九形。金灯兮江篱。环轩兮匝池。相思兮豫章。戴雪兮抱霜。栽异木而同秀。钟杂草而一香。苔藓生兮绕石户。莲花舒兮绣池梁。伊日月之寂寂。无人音与马迹。耽禅情于云径。守息心于端石。永结意于鹫山。长憔悴而不惜。"
"杂三言五首 其四 悦曲池","南北朝","江淹","北山兮黛柏。南江兮赪石。赪峰兮若虹。黛树兮如昼。暮云兮十里。朝霞兮千尺。千尺兮绵绵。青气兮往旋。桐之叶兮蔽日。桂之枝兮刺天。百谷多兮泻乱波。杂涧饶兮鹜丛泉。竟长洲兮匝东岛。萦曲屿兮绕西山。山峦岏兮水环合。水环合兮石重沓。林中电兮雨冥冥。江上风兮木飒飒。盟清冷兮适潺湲。白云起兮吊石莲。客子思兮心断绝。心断绝兮愁无闲。步东池兮夜未艾。卧西窗兮月向山。引一息于魂内。扰百绪于眼前。意春兰与秋若。愿不绝于江边。"
"杂三言五首 其五 爱远山","南北朝","江淹","伯鸾兮已远。名山兮不返。逮绀草之可结。及朱华之未晚。緤余马于椒阿。漾余舟于沙衍。临星朏兮树暗。看日烁兮霞浅。浅霞兮驳云。一合兮一分。映壑兮为饰。缀涧兮成文。碧色兮婉转。丹秀兮芬蒀。深林寂以窈窈。上猿狖之所群。群猿兮聒山。大林兮蔽天。枫岫兮筠岭。兰畹兮芝田。紫蒲兮光水。红荷兮艳泉。香枝兮嫩叶。翡累兮翠叠。非郢路之辽远。实寸忧之相接。欷美人于心底。愿山与川之可涉。若溘死于汀潭。哀时命而自惬。"
"杂三言五首 其三 镜论语","南北朝","江淹","巡青史之残诰。览朱管之遗册。惟鲁滨之一叟。信衔道而探寂。世艰险而多阻。君英明而不革。讲业兮齐卫。论精兮汴泗。子之说兮义已秘。成贾郑之雄理。可黄何之壮思。惜古人之取才。瞰青云而靖意。意恬怅兮有端。才嶒峻兮可观。宪妫禹而折法。袭仁谊而求安。不嬿婉于戚施。宁踸踔于马兰。俾后生之庶士。鉴明德之音翰。惟山中兮寂寞。沉忧思兮无从。石红青兮百叠。山浓淡兮万重。日下兮□□。月出兮铜峰。竹色兮拂户。水气兮绕窗。味哲人之遗珍。折片句兮忘老。嘉石门之埋名。怜柳子之沈道。书吴伯于衣袖。镂颜子于心抱。筹出处之叔仲。酌言默之多少。若妙行与上灵。非积学之所绍。至游夏以升降。幸砥心而勿夭。"
"杂体诗三十首 其七 王侍中粲怀德","南北朝","江淹","伊昔值世乱，秣马辞帝京。既伤蔓草别，方知杕杜情。崤函荡丘墟，冀阙缅纵横。倚棹泛泾渭，日暮山河清。蟋蟀依素野，严风吹枯茎。鹳鹢在幽草，客子泪己零。去乡三十载，幸遭天下平。贤主降嘉赏，金貂服玄缨。侍宴出河曲，飞盖游邺城。朝露竟几何，忽如水上萍。君子笃恩义，柯叶终不倾。福履既所绥，千载垂令名。"
"杂体诗三十首 其二十六 王徵君微养疾","南北朝","江淹","窈蔼潇湘空，翠涧澹无滋。寂历百草晦，欻吸鹍鸡悲。清阴往来远，月华散前墀。炼药瞩虚幌，汛瑟卧遥帷。水碧验未黩，金膏灵讵缁。北渚有帝子，荡漾不可期。怅然山中暮，怀疴属此诗。"
"杂体诗三十首 其十六 卢郎中谌感交","南北朝","江淹","大厦须异材，廊庙非庸器。英俊著世功，多士济斯位。眷顾成绸缪，乃与时髦匹。姻媾久不亏，契阔岂但一。逢厄既已同，处危非所恤。常慕先达概，观古论得失。马服为赵将，疆场得清谧。信陵佩魏印，秦兵不敢出。慨无握中策，徒惭素丝质。羁旅去旧京，感遇逾琴瑟。自顾非杞梓，勉力在无逸。更以畏友朋，滥吹乖名实。"
"杂体诗三十首 其一 古离别","南北朝","江淹","远与君别者，乃至雁门关。黄云蔽千里，游子何时还。送君如昨日，檐前露已团。不惜蕙草晚，所悲道里寒。君在天一涯，妾身长别离。愿一见颜色，不异琼树枝。菟丝及水萍，所寄终不移。"
"杂体诗三十首 其十三 左记室思咏史","南北朝","江淹","韩公沦卖药，梅生隐市门。百年信荏苒，何为苦心魂。当学卫霍将，建功在河源。圭组贤君眄，青紫明主恩。终军才始达，贾谊位方尊。金张服貂冕，许史乘华轩。王侯贵片议，公卿重一言。太平多欢娱，飞盖东都门。顾念张仲蔚，蓬蒿满中园。"
"杂体诗三十首 其三十 休上人怨别","南北朝","江淹","西北秋风至，楚客心悠哉。日暮碧云合，佳人殊未来。露彩方泛艳，月华始徘徊。宝书为君掩，瑶琴讵能开。相思巫山渚，怅望阳云台。膏炉绝沈燎，绮席生浮埃。桂水日千里，因之平生怀。"
"杂体诗三十首 其六 刘文学桢感怀","南北朝","江淹","苍苍山中桂，团团霜露色。霜露一何紧，桂枝生自直。橘柚在南国，因君为羽翼。谬蒙圣主私，托身文墨职。丹彩既已过，敢不自雕饰。华月照芳池，列坐金殿侧。微臣固受赐，鸿恩良未测。"
"杂体诗三十首 其十八 孙廷尉绰杂述","南北朝","江淹","太素既已分，吹万著形兆。寂动苟有源，因谓殇子夭。道丧涉千载，津梁谁能了。思乘扶摇翰，卓然凌风矫。静观尺棰义，理足未尝少。囧囧秋月明，凭轩咏尧老。浪迹无蚩妍，然后君子道。领略归一致，南山有绮皓。交臂久变化，传火乃薪草。亹亹玄思清，胸中去机巧。物我俱忘怀，可以狎鸥鸟。"
"杂体诗三十首 其十九 许徵君询自叙","南北朝","江淹","张子暗内机，单生蔽外象。一时排冥筌，冷然空中赏。遣此弱丧情，资神任独往。采药白云隈，聊以肆所养。丹葩曜芳蕤，绿竹阴间敞。苕苕寄意胜，不觉凌虚上。曲棂激鲜飙，石室有幽响。去矣从所欲，得失非外奖。至哉操斤客，重明固已朗。五难既洒落，超迹绝尘网。"
"杂体诗三十首 其九 阮步兵籍咏怀","南北朝","江淹","青鸟海上游，鸴斯蒿下飞。浮沈不相宜，羽翼各有归。飘飘可终年，沆瀁安是非。朝云乘变化，光耀世所希。精卫衔木石，谁能测幽微。"
"杂体诗三十首 其十 张司空华离情","南北朝","江淹","秋月映帘栊，悬光入丹墀。佳人抚鸣琴，清夜守空帷。兰径少行迹，玉台生网丝。庭树发红彩，闺草含碧滋。延伫整绫绮，万里赠所思。愿垂湛露惠，信我皎日期。"
"杂体诗三十首 其十四 张黄门协苦雨","南北朝","江淹","丹霞蔽阳景，绿泉涌阴渚。水鹳巢层甍，山云润柱础。有弇兴春节，愁霖贯秋序。燮燮凉叶夺，戾戾飔风举。高谈玩四时，索居慕俦侣。青苕日夜黄，芳蕤成宿楚。岁暮百虑交，无以慰延伫。"
"杂体诗三十首 其二 李都尉陵从军","南北朝","江淹","樽酒送征人，踟蹰在亲宴。日暮浮云滋，握手泪如霰。悠悠清水川，嘉鲂得所荐。而我在万里，结友不相见。袖中有短书，愿寄双飞燕。"
"杂体诗三十首 其十二 陆平原机羁宦","南北朝","江淹","储后降嘉命，恩纪被微身。明发眷桑梓，永叹怀密亲。流念辞南澨，衔怨别西津。驱马遵淮泗，旦夕见梁陈。服义追上列，矫迹厕宫臣。朱黻咸髦士，长缨皆俊民。契阔承华内，绸缪逾岁年。日暮聊总驾，逍遥观洛川。殂殁多拱木，宿草凌寒烟。游子易感慨，踯躅还自怜。愿言寄三鸟，离思非徒然。"
"杂体诗三十首 其五 陈思王曹植赠友","南北朝","江淹","君王礼英贤，不吝千金璧。双阙指驰道，朱宫罗第宅。从容冰井台，清池映华薄。凉风荡芳气，碧树先秋落。朝与佳人期，日夕望青阁。褰裳摘明珠，徙倚拾蕙若。眷我二三子，辞义丽金雘。延陵轻宝剑，季布重然诺。处富不忘贫，有道在葵藿。"
"杂体诗三十首 其二十 殷东阳仲文兴瞩","南北朝","江淹","晨游任所萃，悠悠蕴真趣。云天亦辽亮，时与赏心遇。青松挺秀萼，蕙色出乔树。极眺清波深，缅映石壁素。莹情无馀滓，拂衣释尘务。求仁既自我，玄风岂外慕。直置忘所宰，萧散得遗虑。"
"杂体诗三十首 其三 班婕妤咏扇","南北朝","江淹","纨扇如团月，出自机中素。画作秦王女，乘鸾向烟雾。彩色世所重，虽新不代故。窃愁凉风至，吹我玉阶树。君子恩未毕，零落在中路。"
"杂体诗三十首 其二十七 袁太尉淑从驾","南北朝","江淹","宫庙礼哀敬，枌邑道严玄。恭洁由明祀，肃驾在祈年。诏徒登季月，戒凤藻行川。云旆象汉徙，宸网拟星悬。朱棹丽寒渚，金鍐映秋山。羽卫蔼流景，彩吹震沈渊。辨诗测京国，履籍鉴都廛。氓谣响玉律，邑颂被丹弦。文轸薄桂海，声教烛冰天。和惠颁上笏，恩渥浃下筵。幸侍观洛后，岂慕巡河前。服义方无沫，展歌殊未宣。"
"杂体诗三十首 其十七 郭弘农璞游仙","南北朝","江淹","崦山多灵草，海滨饶奇石。偃蹇寻青云，隐沦驻精魄。道人读丹经，方士炼玉液。朱霞入窗牖，曜灵照空隙。傲睨摘木芝，陵波采水碧。眇然万里游，矫掌望烟客。永得安期术，岂愁濛汜迫。"
"杂体诗三十首 其二十二 陶徵君潜田居","南北朝","江淹","种苗在东皋，苗生满阡陌。虽有荷锄倦，浊酒聊自适。日暮巾柴车，路暗光已夕。归人望烟火，稚子候檐隙。问君亦何为，百年会有役。但愿桑麻成，蚕月得纺绩。素心正如此，开径望三益。"
"杂体诗三十首 其八 嵇中散康言志","南北朝","江淹","曰余不师训，潜志去世尘。远想出宏域，高步超常伦。灵凤振羽仪，戢景西海滨。朝食琅玕实，夕饮玉池津。处顺故无累，养德乃入神。旷哉宇宙惠，云罗更四陈。哲人贵识义，大雅明庇身。庄生悟无为，老氏守其真。天下皆得一，名实久相宾。咸池飨爰居，钟鼓或愁辛。柳惠善直道，孙登庶知人。写怀良未远，感赠以书绅。"
"杂体诗三十首 其二十一 谢仆射混游览","南北朝","江淹","信矣劳物化，忧襟未能整。薄言遵郊衢，总辔出台省。凄凄节序高，寥寥心悟永。时菊耀岩阿，云霞冠秋岭。眷然惜良辰，徘徊践落景。卷舒虽万绪，动复归有静。曾是迫桑榆，岁暮从所秉。舟壑不可攀，忘怀寄匠郢。"
"杂体诗三十首 其二十八 谢光禄庄郊游","南北朝","江淹","肃舲出郊际，徙乐逗江阴。翠山方蔼蔼，青浦正沈沈。凉叶照沙屿，秋荣冒水浔。风散松架险，云郁石道深。静默镜绵野，四睇乱层岑。气清知雁引，露华识猿音。云装信解黻，烟驾可辞金。始整丹泉术，终觌紫芳心。行光自容裔，无使弱思侵。"
"杂体诗三十首 其二十五 谢法曹惠连赠别","南北朝","江淹","昨发赤亭渚，今宿浦阳汭。方作云峰异，岂伊千里别。芳尘未歇席，零泪犹在袂。停舻望极浦，弭棹阻风雪。风雪既经时，夜永起怀思。汛滥北湖游，苕亭南楼期。点翰咏新赏，开帙莹所疑。摘芳爱气馥，拾蕊怜色滋。色滋畏沃若，人事亦销铄。子衿怨勿往，谷风诮轻薄。共秉延州信，无惭仲路诺。灵芝望三秀，孤筠情所托。所托已殷勤，祗足搅怀人。今行嶀嵊外，衔思至海滨。觌子杳未僝，款睇在何辰。杂佩虽可赠，疏华竟无陈。无陈心悁劳，旅人岂游遨。幸及风雪霁，青春满江皋。解缆候前侣，还望方郁陶。烟景若离远，末响寄琼瑶。"
"杂体诗三十首 其二十三 谢临川灵运游山","南北朝","江淹","江海经邅回，山峤备盈缺。灵境信淹留，赏心非徒设。平明登云峰，杳与庐霍绝。碧障长周流，金潭恒澄彻。洞林带晨霞，石壁映初晰。乳窦既滴沥，丹井复寥泬。岩崿转奇秀，崟岑还相蔽。赤玉隐瑶溪，云锦被沙汭。夜闻猩猩啼，朝见鼯鼠逝。南中气候暖，朱华凌白雪。幸游建德乡，观奇经禹穴。身名竟谁辨，图史终磨灭。且泛桂水潮，映月游海澨。摄生贵处顺，将为智者说。"
"杂体诗三十首 其二十九 鲍参军昭戎行","南北朝","江淹","豪士枉尺璧，宵人重恩光。徇义非为利，执羁轻去乡。孟冬郊祀月，杀气起严霜。戎马粟不暖，军士冰为浆。晨上城皋坂，碛砾皆羊肠。寒阴笼白日，大谷晦苍苍。息徒税征驾，倚剑临八荒。鹪鹏不能飞，玄武伏川梁。铩翮由时至，感物聊自伤。竖儒守一经，未足识行藏。"
"杂体诗三十首 其十一 潘黄门岳述哀","南北朝","江淹","青春速天机，素秋驰白日。美人归重泉，凄怆无终毕。殡宫已肃清，松柏转萧瑟。俯仰未能弭，寻念非但一。抚衿悼寂寞，恍然若有失。明月入绮窗，仿佛想蕙质。销忧非萱草，永怀寄梦寐。梦寐复冥冥，何由觌尔形。我惭北海术，尔无帝女灵。驾言出远山，徘徊泣松铭。雨绝无还云，华落岂留英。日月方代序，寝兴何时平。"
"杂体诗三十首 其二十四 颜特进延之侍宴","南北朝","江淹","太微凝帝宇，瑶光正神县。揆日粲书史，相都丽闻见。列汉构仙宫，开天制宝殿。桂栋留夏飙，兰橑停冬霰。青林结冥濛，丹巘被葱茜。山云备卿霭，池卉具灵变。重阳集清氛，下辇降玄宴。骛望分环队，矖旷尽都甸。气生川岳阴，烟灭淮海见。中坐溢朱组，步檐簉琼弁。礼登伫睿情，乐阕延皇眄。测恩跻逾逸，沿牒懵浮贱。承荣重兼金，巡华过盈瑱。敢饰舆人咏，方惭渌水荐。"
"杂体诗三十首 其四 魏文帝曹丕游宴","南北朝","江淹","置酒坐飞阁，逍遥临华池。神飙自远至，左右芙蓉披。绿竹夹清水，秋兰被幽崖。月出照园中，冠佩相追随。客从南楚来，为我吹参差。渊鱼犹伏浦，听者未云罢。高文一何绮，小儒安足为。肃肃广殿阴，雀声愁北林。众宾还城邑，何用慰我心。"
"池上酬刘记室诗","南北朝","江淹","戚戚忧可结，结忧视春暮。紫荷渐曲池，皋兰覆径路。葱茜亘华堂，葐蒀杂绮树。为此久伫立，容易光阴度。水馆次文羽，山叶下暝露。怀赏入旧襟，悦物览新赋。惜我无雕文，报章惭复素。"
"灯夜和殷长史诗","南北朝","江淹","冬尽彩叶暮，金石亦怀伤。冰鳞不能起，水鸟望川梁。客子仿永夜，寂寞幽意长。卧歇丹丘采，坐失曾泉光。结眉惨成虑，销忧非羽觞。此心冀可缓，清芷在沅湘。"
"迁阳亭诗","南北朝","江淹","揽泪访亭候，兹地乃闽城。万古通汉使，千载连吴兵。瑶涧夐崭崒，铜山郁纵横。方水埋金雘，圆岸伏丹琼。下视雄虹照，俯看彩霞明。桂枝空命折，烟气坐自惊。剑径羞前检，岷山惭旧名。伊我从霜露，仆御复孤征。楚客心命绝，一愿闻越声。"
"齐凤皇衔书伎辞","南北朝","江淹","皇齐启运从瑶玑。灵凤衔书集紫微。和乐既洽神所依。超商卷夏耀英辉。永世寿昌声华飞。"
"齐藉田乐歌二首 其一 迎送神升歌","南北朝","江淹","羽銮从动，金驾时游。教腾义镜，乐缀前修。率先丹耦，躬遵绿畴。灵之圣之，岁殷泽柔。"
"齐藉田乐歌二首 其二 飨神歌","南北朝","江淹","琼斝既饰，绣簋以陈。方燮嘉种，永毓宵民。"
"吴中礼石佛诗","南北朝","江淹","幻生太浮诡，长思多沈疑。疑思不惭炤，诡生宁尽时。敬承积劫下，金光铄海湄。火宅敛焚炭，药草匝惠滋。常愿乐此道，诵经空山坻。禅心暮不杂，寂行好无私。轩骑久已诀，亲爱不留迟。忧伤漫漫情，灵意终不淄。誓寻青莲果，永入梵庭期。"
"应刘豫章别诗","南北朝","江淹","清尘播峤岫，远□被修□。□□□□代，高行乃厉天。俗态揽明懋，散□□才贤。裂□□□□，分□□尧甸。于时秋永永，江汉起残烟。猎猎风剪树，飒飒露伤莲。霞出海中云，水发江上泉。浸淫泉怀浦，泛滥云辞山。洲渚一扬袂，殒意元气前。愿效卷施草，春华冬复坚。"
"应谢主簿骚体","南北朝","江淹","山棂静兮悲凝凉。涧轩掩兮酒涵霜。曾风激兮绿苹断。积石闭兮紫苔伤。芝原寂少色。筠庭黯无光。沐予冠于极浦。驰予佩兮江阳。吊秋冬之已暮。忧与忧兮不忘。使杜蘅可剪而弃。夫何贵于芬芳。"
"步桐台诗","南北朝","江淹","客子畏霜雪，忧至竟悠哉。绮帷生网罗，宝刀积尘埃。思君出汉北，鞍马登楚台。岁彩合云光，平原秋色来。寂听积空意，凝望信长怀。蕙芬自有美，光景讵徘徊。山中忽缓驾，暮雪将盈阶。"
"赤亭渚诗","南北朝","江淹","吴江泛丘墟，饶桂复多枫。水夕潮波黑，日暮精气红。路长寒光尽，鸟鸣秋草穷。瑶水虽未合，珠霜窃过中。坐识物序晏，卧视岁阴空。一伤千里极，独望淮海风。远心何所类，云边有征鸿。"
"还故园诗","南北朝","江淹","汉臣泣长沙，楚客悲辰阳。古今虽不举，兹理亦宜伤。山中信寂寥，孤景吟空堂。北地三变露，南檐再逢霜。窃值寰海辟，仄见圭纬昌。浮云抱山川，游子御故乡。遽发桃花渚，适宿春风场。红草涵电色，绿树铄烟光。高歌傃关国，微叹依笙篁。请学碧灵草，终岁自芬芳。"
"陆东海谯山集诗","南北朝","江淹","杳杳长役思，思来使情浓。恒忌光氛度，藉蕙望春红。青莎被海月，朱华冒水松。轻风暧长岳，雄虹赫远峰。日暮崦嵫谷，参差彩云重。永愿白沙渚，游衍遂相从。丹山有琴瑟，不为忧伤容。"
"侍始安王石头城诗","南北朝","江淹","绪官承盛世，逢恩侍英王。结剑从深景，抚袖逐曾光。暮情郁无已，流望在川阳。平原忽超远，参差见南湘。何如塞北阴，云鸿尽来翔。揽镜照愁色，徒坐引忧方。山中如未夕，无使桂叶伤。"
"侍始安石头城","南北朝","江淹","开局绕天邑，襟邑抱尊华。"
"卧疾怨别刘长史诗","南北朝","江淹","四时煎日夜，玉露催紫荣。始怀未及叹，春意秋方惊。凉草散萤色，衰树敛蝉声。凭景魂且谧，卧堂怨巳生。承君客江潭，先愁鸿雁鸣。吴山饶离袂，楚水多别情。金坚碧不灭，桂华兰有英。无辍代上朝，岂惜镜中明。但见一叶落，哀恨方未平。"
"咏美人春游诗","南北朝","江淹","江南二月春，东风转绿蘋。不知谁家子，看花桃李津。白雪凝琼貌，明珠点绛唇。行人咸息驾，争拟洛川神。"
"学魏文帝诗","南北朝","江淹","西北有浮云，缭绕华阴山。惜哉时不遇，入夜值霜寒。秋风聒地起，吹我至幽燕。幽燕非我国，窈窕为谁贤。少年歌且止，歌声断客子。"
"征怨诗","南北朝","江淹","荡子从征久，凤楼箫管闲。独枕凋云鬓，孤灯损玉颜。何日边尘净，庭前征马还。"
"诗","南北朝","江淹","见上客兮心历乱，送短诗兮怀长叹。中人望兮蚕既饥，燮蹀暮兮思夜半。"
"诗","南北朝","江淹","河州多沙尘，风吹黄云起。"
"诗","南北朝","江淹","通渠运春流，幽谷涣□冰。荡秽出新泉，游望登重陵。"
