"题目","朝代","作者","内容"
"奉和至寿春应令","隋末唐初","虞世南","瑶山盛风乐，南巡务逸游。如何事巡抚，民瘼谅斯求。文鹤扬轻盖，苍龙饰桂舟。泛沫萦沙屿，寒澌拥急流。路指八仙馆，途经百尺楼。眷言昔游践，回驾且淹留。后车喧凤吹，前旌映綵旒。龙骖驻六马，飞阁上三休。调谐金石奏，欢洽羽觞浮。天文徒可仰，何以厕琳球。"
"奉和幽山雨后应令","隋末唐初","虞世南","肃城邻上苑，黄山迩桂宫。雨歇连峰翠，烟开竟野通。排虚翔戏鸟，跨水落长虹。日下林全暗，云收岭半空。山泉鸣石涧，地籁响岩风。"
"怨歌行","隋末唐初","虞世南","紫殿秋风冷，雕甍落日沈。裁纨悽断曲，织素别离心。掖庭羞改画，长门不惜金。宠移恩稍薄，情疏恨转深。香销翠羽帐，弦断凤皇琴。镜前红粉歇，阶上绿苔侵。谁言掩歌扇，翻作白头吟。"
"相和歌辞 饮马长城窟行","隋末唐初","虞世南","驰马渡河干，流深马渡难。前逢锦车使，都护在楼兰。轻骑犹衔勒，疑兵尚解鞍。温池下绝涧，栈道接危峦。拓地勋未赏，亡城律讵宽。有月关犹暗，经春陇尚寒。云昏无复影，冰合不闻湍。怀君不可遇，聊持报一餐。"
"赋得吴都","隋末唐初","虞世南","画野通淮泗，星躔应斗牛。玉牒宏图表，黄旗美气浮。三分开霸业，万里宅神州。高台临茂苑，飞阁跨澄流。江涛如素盖，海气似朱楼。吴趋自有乐，还似镜中游。"
"赋得慎罚","隋末唐初","虞世南","帝图光往册，上德表鸿名。道冠二仪始，风高三代英。乐和知化洽，讼息表刑清。罚轻犹在念，忽喜尚留情。明慎全无枉，哀矜在好生。五疵过亦察，二辟理弥精。幪巾示廉耻，嘉石务详平。每削繁苛性，常深恻隐诚。政宽思济猛，疑罪必从轻。于张惩不滥，陈郭宪无倾。刑措谅斯在，欢然仰颂声。"
"从军行二首 其一","隋末唐初","虞世南","涂山烽候惊，弭节度龙城。冀马楼兰将，燕犀上谷兵。剑寒花不落，弓晓月逾明。凛凛严霜节，冰壮黄河绝。蔽日卷征蓬，浮天散飞雪。全兵值月满，精骑乘胶折。结发早驱驰，辛苦事旌麾。马冻重关冷，轮摧九折危。独有西山将，年年属数奇。"
"从军行二首 其二","隋末唐初","虞世南","烽火发金微，连营出武威。孤城塞云起，绝阵虏尘飞。侠客吸龙剑，恶少缦胡衣。朝摩骨都垒，夜解谷蠡围。萧关远无极，蒲海广难依。沙磴离旌断，晴川候马归。交河梁已毕，燕山旆欲挥。方知万里相，侯服见光辉。"
"杂曲歌辞 结客少年场行","隋末唐初","虞世南","韩魏多奇节，倜傥遗名利。共矜然诺心，各负纵横志。结友一言重，相思千里至。绿沈明月弦，金络浮云辔。吹箫入吴市，击筑游燕肆。寻源博望侯，结客远相求。少年重一顾，长驱背陇头。燄燄霜戈动，耿耿剑虹浮。天山冬夏雪，交河南北流。云起龙沙暗，木落雁行秋。轻生徇知己，非是为身谋。"
"应诏嘲司花女","隋末唐初","虞世南","学画鸦黄半未成，垂肩亸袖太憨生。缘憨却得君王惜，长把花枝傍辇行。"
"奉和幸江都应诏","隋末唐初","虞世南","南国行周化，稽山秘夏图。百王岂殊轨，千载协前谟。肆觐遵时豫，顺动悦来苏。安流进玉轴，戒道翼金吾。龙旂焕辰象，凤吹溢川涂。封唐昔敷锡，分陕被荆吴。沐道咸知让，慕义久成都。冬律初飞管，阳鸟正衔芦。严飙肃林薄，暧景澹江湖。鸿私浃幽远，厚泽润凋枯。虞琴起歌咏，汉筑动巴歈。多幸沾行苇，无庸类散樗。"
"相和歌辞 门有车马客行","隋末唐初","虞世南","财雄重交结，戚里擅豪华。曲台临上路，高门抵狭斜。赭汗千金马，绣毂五香车。白鹤随飞盖，朱鹭入鸣笳。夏莲开剑水，春桃发露花。轻裙染回雪，浮蚁泛流霞。高谈辨飞兔，摛藻握灵蛇。逢恩借羽翼，失路委泥沙。暧暧风烟晚，路长归骑远。日斜青琐第，尘飞金谷苑。危弦促柱奏巴渝，遗簪堕珥解罗襦。如何守直道，翻使谷名愚。"
"明堂乐章 舒和","隋末唐初","褚亮","御扆合宫承宝历，席图重馆奉明灵。偃武修文九围泰，沈烽静柝八荒宁。"
"祈谷乐章 舒和","隋末唐初","褚亮","玉帛牺牲申敬享，金丝戚羽盛音容。庶俾亿龄禔景福，长欣万宇洽时邕。"
"郊庙歌辞 祀圜丘乐章 舒和","隋末唐初","褚亮","叠璧凝影皇坛路，编珠流彩帝郊前。已奏黄钟歌大吕，还符宝历祚昌年。"
"郊庙歌辞 祭太社乐章 舒和","隋末唐初","褚亮","神道发生敷九稼，阴极乘仁畅八埏。纬武经文隆景化，登祥荐祉启丰年。"
"秋雁","隋末唐初","褚亮","日暮霜风急，羽翮转难任。为有传书意，翩翩入上林。"
"祭方丘乐章 舒和","隋末唐初","褚亮","玉币牲牷分荐享，羽旄干戚遰成容。一德惟宁两仪泰，三材保合四时邕。"
"雩祀乐章 舒和","隋末唐初","褚亮","凤曲登歌调令序，龙雩集舞泛祥风。綵旞云回昭睿德，朱干电发表神功。"
"在陇头哭潘学士","隋末唐初","褚亮","陇底嗟长别，流襟一恸君。何言幽咽所，更作死生分。转蓬飞不息，悲松断更闻。谁能驻征马，回首望孤坟。"
"咏花烛","隋末唐初","褚亮","兰径香风满，梅梁暖日斜。言是东方骑，来寻南陌车。靥星临夜烛，眉月隐轻纱。莫言春稍晚，自有镇开花。"
"奉和咏日午","隋末唐初","褚亮","曦车日亭午，浮箭未移晖。日光无落照，树影正中围。草萎看稍靡，叶燥望疑稀。昼寝惭经笥，暂解入朝衣。"
"奉和望月应魏王教","隋末唐初","褚亮","层轩登皎月，流照满中天。色共梁珠远，光随赵璧圆。落影临秋扇，虚轮入夜弦。所欣东馆里，预奉西园篇。"
"临高台","隋末唐初","褚亮","高台暂俯临，飞翼耸轻音。浮光随日度，漾影逐波深。回瞰周平野，开怀畅远襟。独此三休上，还伤千岁心。"
"伤始平李少府正己","隋末唐初","褚亮","劳息本相循，悲欢理自均。谁能免玄夜，惜尔正青春。迈德惟家宝，生才谅国珍。高文缀翡翠，茂学掩麒麟。述作纷无已，言谈妙入神。断肠虽累月，分手未盈旬。辅嗣俄长往，颜生即短辰。声华满昭代，形影委穷尘。禅草回中使，生刍引吊宾。同游秘府日，方驾直城闉。并拜黄图右，分曹清渭滨。风期嵇吕好，存殁范张亲。虚座怜王述，遗篇恸景纯。精灵与毫翰，千祀寿何人。"
"和御史韦大夫喜霁之作","隋末唐初","褚亮","晴天度旅雁，斜影照残虹。野净馀烟尽，山明远色同。沙平寒水落，叶脆晚枝空。白简光朝幰，彤驺出禁中。息驾游兰坂，雕文折桂丛。无因轻羽扇，徒自仰仁风。"
"奉和禁苑饯别应令","隋末唐初","褚亮","大藩初锡瑞，出牧迩皇京。暂以绿车重，言承朱传荣。舒桃临远骑，垂柳映京营。惠化宣千里，威风动百城。禁籞芳嘉节，神襟饯送情。金笳催别景，玉琯切离声。野花开更落，山鸟哢还惊。微臣夙多幸，薄宦奉储明。钓台惭作赋，伊水滥闻笙。怀德良知久，酬恩识命轻。"
"晚别乐记室彦","隋末唐初","褚亮","穷途属岁晚，临水忽分悲。抱影同为客，伤情共此时。雾色侵虚牖，霜氛冷薄帷。举袂惨将别，停杯怅不怡。风严征雁远，雪暗去篷迟。他乡有岐路，游子欲何之。"
"郊庙歌辞 祀圜丘乐章 凯安","隋末唐初","褚亮","昔在炎运终，中华乱无象。酆郊赤乌见，邙山黑云上。大赉下周车，禁暴开殷网。幽明同叶赞，鼎祚齐天壤。"
"郊庙歌辞 祀圜丘乐章 豫和","隋末唐初","褚亮","歌奏毕兮礼献终，六龙驭兮神将升。明德感兮非黍稷，降福简兮祚休徵。"
"郊庙歌辞 祀圜丘乐章 豫和","隋末唐初","褚亮","上灵眷命膺会昌，盛德殷荐叶辰良。景福降兮圣德远，玄化穆兮天历长。"
"郊庙歌辞 享先农乐章 舒和","隋末唐初","褚亮","羽籥低昂文缀已，干戚蹈厉武行初。望岁祈农神所听，延祥介福岂云虚。"
"郊庙歌辞 祭神州乐章 舒和","隋末唐初","褚亮","坤道降祥和庶品，灵心载德厚群生。水土既调三极泰，文武毕备九区平。"
"祭方丘乐章 顺和","隋末唐初","褚亮","万物资以化，交泰属升平。易从业惟简，得一道斯宁。具仪光玉帛，送舞变咸英。黍稷良非贵，明德信惟馨。"
"赋得蜀都","隋末唐初","褚亮","列宿光参井，分芒跨梁岷。沈犀对江浦，驷马入城闉。英图多霸迹，历选有名臣。连骑簪缨满，含章词赋新。得上仙槎路，无待访严遵。"
"宗庙九德之歌辞","隋末唐初","褚亮","皇祖诞庆，于昭于天。积德斯远，茂攸绪先。维文应历，神武弘宣。肇迹□水，成功坂泉。道光覆载，声穆吉先。式备牺象，用□牲牷。礼终九献，乐展四悬。神贶景福，遐哉永年。"
"明堂乐章 肃和","隋末唐初","褚亮","象天御宇，乘时布政。严配申虔，宗禋展敬。樽罍盈列，树羽交映。玉币通诚，祚隆皇圣。"
"明堂乐章 雍和","隋末唐初","褚亮","八牖晨披，五精朝奠。雾凝璇篚，风清金县。神涤备全，明粢丰衍。载絜彝俎，陈诚以荐。"
"祈谷乐章 肃和","隋末唐初","褚亮","履艮斯绳，居中体正。龙运垂祉，昭符启圣。式事严禋，聿怀嘉庆。惟帝永锡，时皇休命。"
"祈谷乐章 雍和","隋末唐初","褚亮","殷荐乘春，太坛临曙。八簋盈和，六瑚登御。嘉稷匪歆，德馨斯饫。祝嘏无易，灵心有豫。"
"郊庙歌辞 祀圜丘乐章 太和","隋末唐初","褚亮","穆穆我后，道应千龄。登三处大，得一居贞。礼惟崇德，乐以和声。百神仰止，天下文明。"
"郊庙歌辞 祀圜丘乐章 肃和","隋末唐初","褚亮","闿阳播气，甄曜垂明。有赫圜宰，深仁曲成。日丽苍璧，烟开紫营。聿遵乾享，式降鸿祯。"
"郊庙歌辞 祀圜丘乐章 雍和","隋末唐初","褚亮","钦惟大帝，载仰皇穹。始命田烛，爰启郊宫。云门骇听，雷鼓鸣空。神其介祀，景祚斯融。"
"郊庙歌辞 享先农乐章 肃和","隋末唐初","褚亮","樽彝既列，瑚簋方荐。歌工载登，币礼斯奠。肃肃享祀，颙颙缨弁。神之听之，福流寰县。"
"郊庙歌辞 享先农乐章 咸和","隋末唐初","褚亮","粒食伊始，农之所先。古今攸赖，是曰人天。耕斯帝籍，播厥公田。式崇明祀，神其福焉。"
"郊庙歌辞 享先农乐章 雍和","隋末唐初","褚亮","前夕视牲，质明奉俎。沐芳整弁，其仪式序。盛礼毕陈，嘉乐备举。歆我懿德，非馨稷黍。"
"郊庙歌辞 祭太社乐章 肃和","隋末唐初","褚亮","后土凝德，神功协契。九域底平，两仪交际。戊期应序，阴墉展币。灵车少留，俯歆樽桂。"
"郊庙歌辞 祭太社乐章 雍和","隋末唐初","褚亮","美报崇本，严恭展事。受露疏坛，承风启地。絜粢登俎，醇牺入馈。介福远流，群生毕遂。"
"郊庙歌辞 祭方丘乐章 肃和","隋末唐初","褚亮","至矣坤德，皇哉地祇。开元统纽，合大承规。九宫肃列，六典相仪。永言配命，长保无亏。"
"郊庙歌辞 祭方丘乐章 顺和","隋末唐初","褚亮","阴祇协赞，厚载方贞。牲币具举，箫管备成。其礼惟肃，其德惟明。神之听矣，式鉴虔诚。"
"郊庙歌辞 祭方丘乐章 雍和","隋末唐初","褚亮","柔而能方，直而能敬。载厚以德，大亨以正。有涤斯牷，有馨斯盛。介兹景福，祚我休庆。"
"郊庙歌辞 祭神州乐章 肃和","隋末唐初","褚亮","大矣坤仪，至哉神县。包含日域，牢笼月竁。露絜三清，风调六变。皇祇介祉，式歆恭荐。"
"郊庙歌辞 祭神州乐章 雍和","隋末唐初","褚亮","泰折严享，阴郊展敬。礼以导神，乐以和性。黝牲在列，黄琮俯映。九土既平，万邦贻庆。"
"雩祀乐章 肃和","隋末唐初","褚亮","朱鸟开辰，苍龙启映。大帝昭飨，群生展敬。礼备怀柔，功宣舞咏。旬液应序，年祥叶庆。"
"雩祀乐章 雍和","隋末唐初","褚亮","绀筵分彩，宝图吐绚。凤管晨凝，云歌晓啭。肃事蘋藻，虔申桂奠。百谷斯登，万箱攸荐。"
"句","隋末唐初","褚亮","神羊既不触，夕鸟欲依人。"
"湘潭偶题诗","隋末唐初","褚遂良","远山酋萃翠凝烟，烂漫桐花二月天。游遍九衢灯火夜，归来月挂海棠前。"
"辽东侍宴山夜临秋同赋临韵应诏","隋末唐初","褚遂良","涿野轩皇陈，丹浦帝尧心。弯弧射封豕，解网纵前禽。凭高御爽节，流月扬清阴。雾匝长城险，云归渤澥深。翻垗入层汉，落雁警遥岑。露条疏更响，凉蝉寂不吟。三韩初静乱，八桂始披襟。商飙泛轻武，自涧引衣簪。酒漾投川醁，歌传芳树音。边烽良永□，麾旆竦成林。"
"安德山池宴集","隋末唐初","褚遂良","伏枥丹霞外，遮园焕景舒。行云泛层阜，蔽月下清渠。亭中奏赵瑟，席上舞燕裾。花落春莺晚，风光夏叶初。良朋比兰蕙，雕藻迈琼琚。独有狂歌客，来承欢宴馀。"
"春日侍宴望海应诏","隋末唐初","褚遂良","从军渡蓬海，万里正苍苍。萦波回地轴，激浪上天潢。夕云类鹏徙，春涛疑盖张。天吴静无际，金驾俨成行。戈船凌白日，鞭石耿虹梁。电举朝宗外，风驱韩貊乡。之罘初播雨，辽碣始分光。麾城湛□□，□□□□□。同文渐边服，入塞伫歌倡。"
"奉和行经破薛举战地应诏","隋末唐初","褚遂良","王功先美化，帝略蕴戎昭。鱼骊入丹浦，龙战起鸣条。长剑星光落，高旗月影摇。昔往摧勍寇，今巡奏短箫。旌门丽霜景，帐殿含秋飙。河池水未结，官渡柳初凋。边烽夕雾卷，关陈晓云销。鸿名兼辙迹，至圣俯唐尧。睿藻烟霞焕，天声宫羽调。平分共饮德，率土更闻韶。"
"书遗文后","隋末唐初","僧凤","苦哉黑闇女，乐矣功德天。智者俱不受，愚夫纳二边。我奉能仁教，归依弥勒前。愿阐摩诃衍，成就那罗延。"
"奉和出颍至淮应令","隋末唐初","蔡允恭","久倦川涂曲，忽此望淮圻。波长泛淼淼，眺迥情依依。稍觉金乌转，渐见锦帆稀。欲知仁化洽，讴歌满路归。"
"奉和正日临朝","隋末唐初","颜师古","七府璿衡始，三元宝历新。负扆延百辟，垂旒御九宾。肃肃皆鹓鹭，济济盛簪绅。天涯致重译，日域献奇珍。"
"五郊乐章 舒和","隋末唐初","魏徵","千里温风飘降羽，十枝炎景媵朱干。陈觞荐俎歌三献，拊石摐金会七盘。"
"五郊乐章 白帝商音 舒和","隋末唐初","魏徵","璿仪气爽惊缇籥，玉吕灰飞含素商。鸣鞞奏管芳羞荐，会舞安歌葆眊扬。"
"五郊乐章 黑帝羽音 舒和","隋末唐初","魏徵","执籥持羽初终曲，朱干玉戚始分行。七德九功咸已畅，明灵降福具穰穰。"
"郊庙歌辞 五郊乐章 赤帝徵音 舒和","隋末唐初","魏徵","千里温风飘绛羽，十枝炎景剩朱干。陈觞荐俎歌二献，拊石摐金会七盘。"
"郊庙歌辞 五郊乐章 黄帝宫音 舒和","隋末唐初","魏徵","御徵乘宫出郊甸，安歌率舞递将迎。自有云门符帝赏，犹持雷鼓答天成。"
"赋西汉","隋末唐初","魏徵","受降临轵道，争长趣鸿门。驱传渭桥上，观兵细柳屯。夜宴经柏谷，朝游出杜原。终藉叔孙礼，方知皇帝尊。"
"暮秋言怀","隋末唐初","魏徵","首夏别京辅，杪秋滞三河。沈沈蓬莱阁，日夕乡思多。霜剪凉阶蕙，风捎幽渚荷。岁芳坐沦歇，感此式微歌。"
"述怀","隋末唐初","魏徵","中原初逐鹿，投笔事戎轩。纵横计不就，慷慨志犹存。杖策谒天子，驱马出关门。请缨系南粤，凭轼下东藩。郁纡陟高岫，出没望平原。古木鸣寒鸟，空山啼夜猿。既伤千里目，还惊九折魂。岂不惮艰险，深怀国士恩。季布无二诺，侯嬴重一言。人生感意气，功名谁复论。"
"五郊乐章 青帝角音 舒和","隋末唐初","魏徵","笙歌籥舞属年韶，鹭鼓凫钟展时豫。调露初迎绮春节，承云遽践苍霄驭。"
"郊庙歌辞 享太庙乐章 舒和","隋末唐初","魏徵","圣敬通神光七庙，灵心荐祚和万方。严禋克配鸿基远，明德惟馨凤历昌。"
"奉和正日临朝应诏","隋末唐初","魏徵","百灵侍轩后，万国会涂山。岂如今睿哲，迈古独光前。声教溢四海，朝宗引百川。锵洋鸣玉佩，灼烁耀金蝉。淑景辉雕辇，高旌扬翠烟。庭实超王会，广乐盛钧天。既欣东日户，复咏南风篇。愿奉光华庆，从斯亿万年。"
"五郊乐章 白帝商音 雍和","隋末唐初","魏徵","律应西成，气躔南吕。圭币咸列，笙竽备举。苾苾兰羞，芬芬桂醑。式资宴贶，用调霜序。"
"五郊乐章 赤帝徵音","隋末唐初","魏徵","青阳告谢，朱明戒序。咸长是祈，敬陈椒醑。博硕斯荐，笙镛备举。庶尽肃恭，非馨稷黍。"
"五郊乐章 赤帝徵音 肃和","隋末唐初","魏徵","离位克明，火中宵见。峰云暮起，景风晨扇。木槿初荣，含桃可荐。芬馥百品，铿锵三变。"
"五郊乐章 赤帝徵音 雍和","隋末唐初","魏徵","昭昭丹陆，帟帟炎方。礼陈牲币，乐备篪簧。琼羞溢俎，玉?浮觞。恭惟正直，歆此馨香。"
"五郊乐章 青帝角音","隋末唐初","魏徵","鹤云旦起，鸟星昏集。律候新风，阳开初蛰。至德可飨，行潦斯挹。锡以无疆，烝人乃粒。"
"五郊乐章 青帝角音 肃和","隋末唐初","魏徵","玄鸟司春，苍龙登岁。节物变柳，光风转蕙。瑶席降神，朱弦飨帝。诚备祝嘏，礼殚圭币。"
"五郊乐章 青帝角音 雍和","隋末唐初","魏徵","大乐稀音，至诚简礼。文物棣棣，声名济济。六变有成，三登无体。乃眷丰絜，恩覃恺悌。"
"五郊乐章 黑帝羽音","隋末唐初","魏徵","严冬季月，星回风厉。享祀报功，方祚来岁。"
"五郊乐章 黑帝羽音 肃和","隋末唐初","魏徵","律周玉琯，星回金度。次极阳乌，纪穷阴兔。火林霰雪，阳泉凝冱。八蜡已登，三农息务。"
"五郊乐章 黑帝羽音 雍和","隋末唐初","魏徵","阳月斯纪，应钟在候。载絜牲牷，爰登俎豆。既高既远，无声无臭。静言格思，惟神保祐。"
"郊庙歌辞 享太庙乐章 大成舞","隋末唐初","魏徵","周穆王季，晋美帝文。明明盛德，穆穆齐芬。藏用四履，屈道参分。铿锵钟石，载纪鸿勋。"
"郊庙歌辞 享太庙乐章 大明舞","隋末唐初","魏徵","五纪更运，三正递升。勋华既没，禹汤勃兴。神武命代，灵眷是膺。望云彰德，察纬告徵。上纽天维，下安地轴。徵师涿野，万国咸服。偃伯灵台，九官允穆。殊域委赆，怀生介福。大礼既饰，大乐已和。黑章扰囿，赤字浮河。功宣载籍，德被咏歌。克昌厥后，百禄是荷。"
"郊庙歌辞 享太庙乐章 大基舞","隋末唐初","魏徵","猗与祖业，皇矣帝先。剪商德厚，封唐庆延。在姬犹稷，方晋踰宣。基我鼎运，于斯万年。"
"郊庙歌辞 享太庙乐章 长发舞","隋末唐初","魏徵","浚哲惟唐，长发其祥。帝命斯祐，王业克昌。配天载德，就日重光。本枝百代，申锡无疆。"
"郊庙歌辞 享太庙乐章 永和","隋末唐初","魏徵","肃肃清祀，烝烝孝思。荐享昭备，虔恭在兹。雍歌撤俎，祝嘏陈辞。用光武志，永固鸿基。"
"郊庙歌辞 享太庙乐章 永和","隋末唐初","魏徵","于穆烈祖，弘此丕基。永言配命，子孙保之。百神既洽，万国在兹。是用孝享，神其格思。"
"郊庙歌辞 享太庙乐章 寿和","隋末唐初","魏徵","八音斯奏，三献毕陈。宝祚惟永，晖光日新。"
"郊庙歌辞 享太庙乐章 肃和","隋末唐初","魏徵","大哉至德，允兹明圣。格于上下，聿遵诚敬。嘉乐斯登，鸣球以咏。神其降止，式隆景命。"
"郊庙歌辞 享太庙乐章 雍和","隋末唐初","魏徵","崇兹享祀，诚敬兼至。乐以感灵，礼以昭事。粢盛咸絜，牲牷孔备。永言孝思，庶几不匮。"
"郊庙歌辞 享太庙乐章 雍和","隋末唐初","魏徵","于穆清庙，聿脩严祀。四县载陈，三献斯止。笾豆撤荐，人祗介祉。神惟格思，锡祚不已。"
"郊庙歌辞 五郊乐章 白帝商音","隋末唐初","魏徵","白藏应节，天高气清。岁功既阜，庶类收成。万方静谧，九土和平。馨香是荐，受祚聪明。"
"郊庙歌辞 五郊乐章 白帝商音 肃和","隋末唐初","魏徵","金行在节，素灵居正。气肃霜严，林彫草劲。豺祭隼击，潦收川镜。九谷已登，万箱流咏。"
"郊庙歌辞 五郊乐章 黄帝宫音","隋末唐初","魏徵","黄中正位，含章居贞。既长六律，兼和五声。毕陈万舞，乃荐斯牲。神其下降，永祚休平。"
"郊庙歌辞 五郊乐章 黄帝宫音 肃和","隋末唐初","魏徵","眇眇方舆，苍苍圜盖。至哉枢纽，宅中图大。气调四序，风和万籁。祚我明德，时雍道泰。"
"郊庙歌辞 五郊乐章 黄帝宫音 雍和","隋末唐初","魏徵","金县夕肆，玉俎朝陈。飨荐黄道，芬流紫宸。乃诚乃敬，载享载禋。崇荐斯在，惟皇是宾。"
"八咏应制二首","隋末唐初","上官仪","启重帷，重帷照文杏。翡翠藻轻花，流苏媚浮影。瑶笙燕始归，金堂露初晞。风随少女至，虹共美人归。罗荐已擘鸳鸯被，绮衣复有蒲萄带。残红艳粉映帘中，戏蝶流莺聚窗外。洛滨春雪回，巫峡暮云来。雪花飘玉辇，云光上璧台。共待新妆出，清歌送落梅。入丛台，丛台裛春露。滴沥间深红，参差散轻素。妆蝶惊复聚，黄鹂飞且顾。攀折殊未已，复值惊飞起。送影舞衫前，飘香歌扇里。望望惜春晖，行行犹未归。暂得佳游趣，更愁花鸟稀。且学鸟声调凤管，方移花影入鸳机。"
"送蔡君知入蜀二首","隋末唐初","孔德绍","金陵已去国，铜梁忽背飞。失路远相送，他乡何日归。灵关九折险，蜀道二星遥。乘槎若有便，希泛广陵潮。"
"过酒家五首","隋末唐初","王绩","洛阳无大宅，长安乏主人。黄金销未尽，祗为酒家贫。此日长昏饮，非关养性灵。眼看人尽醉，何忍独为醒。竹叶连糟翠，蒲萄带曲红。相逢不令尽，别后为谁空。对酒但知饮，逢人莫强牵。倚炉便得睡，横瓮足堪眠。有客须教饮，无钱可别沽。来时长道贳，惭愧酒家胡。"
"游仙四首","隋末唐初","王绩","暂出东陂路，过访北岩前。蔡经新学道，王烈旧成仙。驾鹤来无日，乘龙去几年。三山银作地，八洞玉为天。金精飞欲尽，石髓溜应坚。自悲生世促，无暇待桑田。上月芝兰径，中岩紫翠房。金壶新练乳，玉釜始煎香。六局黄公术，三门赤帝方。吹沙聊作鸟，动石试为羊。缑氏还程促，瀛洲会日长。谁知北岩下，延首咏霓裳。结衣寻野路，负杖入山门。道士言无宅，仙人更有村。斜溪横桂渚，小径入桃源。玉床尘稍冷，金炉火尚温。心疑游北极，望似陟西昆。逆愁归旧里，萧条访子孙。真经知那是，仙骨定何为。许迈心长切，嵇康命似奇。桑疏金阙迥，苔重石梁危。照水然犀角，游山费虎皮。鸭桃闻已种，龙竹未经骑。为向天仙道，栖遑君讵知。"
"古意六首","隋末唐初","王绩","幽人在何所？紫岩有仙躅。月下横宝琴，此外将安欲。材抽峄山干，徽点昆丘玉。漆抱蛟龙唇，丝缠凤凰足。前弹广陵罢，后以明光续。百金买一声，千金传一曲。世无钟子期，谁知心所属。竹生大夏溪，苍苍富奇质。绿叶吟风劲，翠茎犯霄密。霜霰封其柯，鹓鸾食其实。宁知轩辕后，更有伶伦出。刀斧俄见寻，根株坐相失。裁为十二管，吹作雄雌律。有用虽自伤，无心复招疾。不如山上草，离离保终吉。宝龟尺二寸，由来宅深水。浮游五湖内，宛转三江里。何不深复深，轻然至溱洧。溱洧源流狭，春秋不濡轨。渔人递往还，网罟相萦藟。一朝失运会，刳肠血流死。丰骨输庙堂，鲜腴籍笾簋。弃置谁怨尤，自我招此否。馀灵寄明卜，复来钦所履。松生北岩下，由来人径绝。布叶捎云烟，插根拥岩穴。自言生得地，独负凌云洁。何时畏斤斧，几度经霜雪。风惊西北枝，雹陨东南节。不知岁月久，稍觉枝干折。藤萝上下碎，枝干纵横裂。行当糜烂尽，坐共灰尘灭。宁关匠石顾，岂为王孙折。盛衰自有时，圣贤未尝屑。寄言悠悠者，无为嗟大耋。桂树何苍苍，秋来花更芳。自言岁寒性，不知露与霜。幽人重其德，徙植临前堂。连拳八九树，偃蹇二三行。枝枝自相纠，叶叶还相当。去来双鸿鹄，栖息两鸳鸯。荣荫诚不厚，斤斧亦勿伤。赤心许君时，此意那可忘。彩凤欲将归，提罗出郊访。罗张大泽已，凤入重云飏。朝栖昆阆木，夕饮蓬壶涨。问凤那远飞，贤君坐相望。凤言荷深德，微禽安足尚。但使雏卵全，无令矰缴放。皇臣力牧举，帝乐箫韶畅。自有来巢时，明年阿阁上。"
"春桂问荅二首","隋末唐初","王绩","问春桂：桃李正芬华，年光随处满，何事独无花。春桂荅：春华讵能久，风霜摇落时，独秀君知不。"
"留诗","隋末唐初","叶法善","昔在禹馀天，还依太上家。忝以掌仙录，去来乘烟霞。暂下宛利城，渺然思金华。自此非久住，云上登香车。适向人间世，时复济苍生。度人初行满，辅国亦功成。但念清微乐，谁忻下界荣。门人好住此，翛然云上征。退仙时此地，去俗久为荣。今日登云天，归真游上清。泥丸空示世，腾举不为名。为报学仙者，知余朝玉京。"
"登楼望月二首","隋末唐初","刘斌","圆月当新霁，高楼见最明。素波流粉壁，丹桂拂飞甍。下瞰千门静，旁观万象生。梧桐窗下影，乌鹊槛前声。啸逸刘琨兴，吟资庾亮情。游人莫登眺，迢递故乡程。皎洁三秋月，巍峨百丈楼。下分征客路，上有美人愁。帐卷芙蓉带，帘褰玳瑁钩。倚窗情渺渺，凭槛思悠悠。未得金波转，俄成玉箸流。不堪三五夕，夫婿在边州。"
"奉和七夕宴悬圃应制二首","隋末唐初","许敬宗","牛闺临浅汉，鸾驷涉秋河。两怀萦别绪，一宿庆停梭。星模铅里靥，月写黛中蛾。奈许今宵度，长婴离恨多。婺闺期今夕，娥轮泛浅潢。迎秋伴暮雨，待暝合神光。荐寝低云鬓，呈态解霓裳。喜中愁漏促，别后怨天长。"
"杂曲歌辞 堂堂","隋末唐初","李义府","懒正鸳鸯被，羞褰玳瑁床。春风别有意，密处也寻香。镂月成歌扇，裁云作舞衣。自怜回雪影，好取洛川归。"
"秋日二首","隋末唐初","李世民","菊散金风起，荷疏玉露圆。将秋数行雁，离夏几林蝉。云凝愁半岭，霞碎缬高天。还似成都望，直见峨眉前。爽气澄兰沼，秋风动桂林。露凝千片玉，菊散一丛金。日岫高低影，云空点缀阴。蓬瀛不可望，泉石且娱心。"
"咏烛二首","隋末唐初","李世民","燄听风来动，花开不待春。镇下千行泪，非是为思人。九龙蟠燄动，四照逐花生。即此流高殿，堪持待月明。"
