"题目","朝代","作者","内容"
"和渊明饮酒二十首 其七","金","赵秉文","少年喜草书，临池学伯英。纵横挟造化，如见万物情。墨濡四溟窄，笔落三山倾。年来颇自笑，惜哉以技鸣。白首竟无得，俯仰愧此生。"
"和渊明饮酒二十首 其八","金","赵秉文","秋菊有至性，霜松无俗姿。采采黄金花，笑抚苍烟枝。偶有杯中物，成此一段奇。白云南山来，出岫复何为。醉卧东轩下，聊脱人间羁。"
"和渊明饮酒二十首 其九","金","赵秉文","今日好天气，清晨雪云开。东风如故人，适我平生怀。忽见南来燕，孤雌与雄乖。暮归主人堂，梁间已双栖。巢倾覆其子，又补新巢泥。翩翩随阳雁，幽贞苦难谐。江湖偶相失，咫尺云路迷。哀哀霜雪际，独向胡天回。"
"和渊明饮酒二十首 其十","金","赵秉文","鸷鸟闭笼中，举翮触四隅。骐骥驾盐车，局蹙困中途。虽然遭识拔，未免为人驱。傍观信美矣，自愧良有馀。不如两无累，还我田园居。"
"和渊明饮酒二十首 其十一","金","赵秉文","千载渊明翁，谁谓不知道。闲赋责子诗，调戏乃娱老。杜陵盖自况，亦岂恨枯槁。壶觞清浊共，适意无丑好。归来五柳宅，守我不贪宝。长啸天地间，独立万物表。"
"和渊明饮酒二十首 其十二","金","赵秉文","忆昔告归老，方属耆指时。眼昏头半白，誓将从此辞。几年不得谢，因循到今兹。耳聩左目盲，决去吾何疑。君恩虽云重，窃禄良自欺。乘流且复逝，遇坎将安之。"
"和渊明饮酒二十首 其十三","金","赵秉文","昔我谢事时，曾造老衲境。谓言方闲去，如醉不得醒。至要无多言，退步心自领。一朝桶底脱，露出囊中颖。有如暗室中，照耀赖烛炳。"
"和渊明饮酒二十首 其十四","金","赵秉文","严风大泽枯，霰雪寒威至。此时陶彭泽，相与父老醉。醉不必相扶，颠倒无伦次。处世贵无名，不知斯我贵。斯人今已亡，三叹有遗味。"
"和渊明饮酒二十首 其十五","金","赵秉文","忆我滏水阳，经营五亩宅。修竹几万竿，今为狐兔迹。相逢问乡旧，里巷不盈百。艰难惊独在，鬓发飒已白。一醉齐彭殇，无为空太息。"
"和渊明饮酒二十首 其十六","金","赵秉文","幽居淡无事，雅志了玄经。眼花憎文字，悠悠竟无成。中夜起不寐，披衣守寒更。梅竹散清影，素月流广庭。孤鹤閟逸响，切切寒虫鸣。抚卷长叹息，慷慨恻中情。"
"和渊明饮酒二十首 其十七","金","赵秉文","渊明虽不仕，爱此北窗风。曲肱枕书卧，乐亦在其中。时持一杯酒，赖此齐穷通。大笑杯中蛇，晚矣悟雕弓。"
"和渊明饮酒二十首 其十八","金","赵秉文","汉儒传注学，未为无所得。秦火少完书，岂免乌焉惑。后儒补罅漏，圣道稍开塞。俗士喜操戈，又一秦相国。且共欢一觞，多言不如默。"
"和渊明饮酒二十首 其十九","金","赵秉文","昔我平生友，峨冠及偕仕。居官不避事，力学固为已。非无济时策，垄断亦云耻。行年未六十，赍志没蒿里。蹇予随朝班，星霜几四纪。譬如远寻客，日暮行所止。养志归田庐，晚节犹可恃。"
"和渊明饮酒二十首 其二十","金","赵秉文","渊明非嗜酒，爱此醉中真。谓言忘忧物，中有太古涥。回首市朝中，万事牛毛新。去年持使节，悠悠过西秦。宫阙随飞烟，衣冠化埃尘。当时凭轼士，慷慨嗟徒勤。所以山林客，乐与鱼鸟亲。西登太华顶，旷望长河津。寄谢三峰云，聊欲滥吾巾。誓将从此去，笑谢当途人。"
"和韦苏州二十首 其一 西涧","金","赵秉文","雨荒竹径草丛生，树隔前溪一犊鸣。步寻幽涧疑无路，忽有人家略彴横。"
"和韦苏州二十首 其二 烟际钟","金","赵秉文","近壑敛暝色，远山犹夕晖。声从烟际起，复向烟中微。随风散林野，渡头人未归。"
"和韦苏州二十首 其三 西塞山","金","赵秉文","双阙耸岧峣，神斧忽中断。一水从中来，千龛道傍满。"
"和韦苏州二十首 其四 山耕叟","金","赵秉文","步逐麋鹿迹，讵知朝市情。负薪南涧曲，荆棘雨中行。呼儿问牛饱，又向山田耕。"
"和韦苏州二十首 其五 上方僧","金","赵秉文","石润云生衲，崖倾月照禅。晒衣横竹锡，洗钵落岩泉。但见山花发，幽居不记年。"
"和韦苏州二十首 其六 咏夜","金","赵秉文","明从暗中去，暗从明中来。流光不待晓，闇尽玉炉灰。"
"和韦苏州二十首 其七 咏声","金","赵秉文","万籁静中起，犹是生灭因。隐几以眼听，非根亦非尘。"
"和韦苏州二十首 其八 寄全椒道士","金","赵秉文","新移白阁峰，远访中条客。结茅授经台，共坐云间石。松龛读易朝，月窗谈道夕。从此到终身，区中了无迹。"
"和韦苏州二十首 其九 游溪","金","赵秉文","清溪雾气散，水涵天影空。白云翻著底，移舟明镜中。鸟近前滩白，花移别岸红。遥知夜来雨，山色翠如葱。"
"和韦苏州二十首 其十 秋斋独宿","金","赵秉文","冷晕侵残烛，雨声在深竹。惊鸟时一鸣，寒枝不成宿。"
"和韦苏州二十首 其十一 听嘉陵江水声代深师答","金","赵秉文","惊湍泻石崖，百步无人迹。爱此喧中静，聊布安禅席。水无激石意，云何转雷声。仁者自生听，达士了不惊。心空境自寂，淡然两无情。"
"和韦苏州二十首 其十二 演师西斋","金","赵秉文","不见竹间僧，但闻花外磬。敲槛出鱼游，巢檐知鸟性。云蒸坐禅石，露湿行道径。夜寂一灯残，山月来破暝。"
"和韦苏州二十首 其十三 游开元精舍","金","赵秉文","松轩风扫静，终日闭门居。犬卧青苔地，鸟衔红柿初。瓶残夜禅起，经润雨翻馀。自是少人迹，非关往来疏。"
"和韦苏州二十首 其十四 答中山道士","金","赵秉文","行转青溪又别峰，马蹄终日认樵踪。翠微深处无人住，寺在深山何处钟。"
"和韦苏州二十首 其十五 西楼","金","赵秉文","十去龙沙雁，年年九不归。烟尘犹未息，莫近塞云飞。"
"和韦苏州二十首 其十六 琅琊万寿寺","金","赵秉文","兹寺废已久，经构昔未遑。一朝焕金碧，煌煌耀东岗。文母开大施，天厨来众香。萦回转佛阁，窈窕閟禅房。平地俯归鸟，高斋在上方。宿云不归山，野水自成塘。道人如水镜，见者心清凉。理胜是非遣，虑淡形迹忘。归鞍惜清境，伫立暮天苍。"
"和韦苏州二十首 其十七 漠漠来帆重冥冥去鸟迟","金","赵秉文","薄暮潇潇雨，何人独倚栏。濛濛山气重，漠漠水纹寒。草际光犹泫，松梢滴未乾。灯前未归客，无梦到长安。"
"和韦苏州二十首 其十八 何时风雨夜复此对床眠","金","赵秉文","幽居少人事，有客来不速。炉内火正红，尊中酒新绿。高斋始闻雁，隔窗时动竹。何当风雪夜，抱被还同宿。"
"和韦苏州二十首 其十九 绿阴生昼寂孤花表春馀","金","赵秉文","了无车马迹，终日掩禅关。不下溪头路，坐看檐际山。好鸟破午寂，幽花淡春闲。簪组方为累，来游不知还。"
"和韦苏州二十首 其二十 兵卫森画戟燕寝凝清香","金","赵秉文","冠带事朝谒，清坐弹鸣琴。以彼尘外趣，远我遗世心。岸帻送归鸟，隐几见遥岑。聊得静者乐，岂必居山林。"
"送麻徵君知几","金","赵秉文","丹山五色凤，一举眇天隅。文采瑞圣世，不为竹与梧。渥洼汗血种，逸气淩九区。可见不可絷，白璧谁敢沽。夫君号神童，七岁能草书。二十上词赋，下笔淩紫虚。三十富经学，两魁天下儒。蛾眉众女嫉，反畏知名誉。一朝相舍去，愿以道自娱。闲观养性书，洞究先天图。姓字闻天朝，相公借吹嘘。从容拜恩命，移疾还里闾。诸公惜其去，乞留侍玉除。掉头不肯住，一饭吾岂无。君看泽中雉，饮啄良自如。一旦畜樊中，意气惨不舒。又如田间牛，腾掷适有馀。被之以文绣，顾影反踟蹰。君恩岂不重，力疾须人扶。旁观信美矣，违已非病欤。不如本无累，还我田园居。喜君节独高，知君功名疏。可以激颓俗，可以励贪夫。异时高士传，名与西山俱。"
"饮马长城窟行","金","赵秉文","饮马长城窟，泉腥马不食。长城城下多乱泉，多年冷浸征人骨。单于吹落关山月，茫茫原上沙如雪。十去征夫九不回，一望沙场心断绝。胡人以杀戮为耕作，黄河不尽生人血。木波部落半萧条，羌妇翻为胡地妾。圣皇震怒下天兵，天弧夜射旄头灭。九州复禹迹，万里还耕桑。但愿猛士守四方，更筑长城万里长。"
"猛虎行","金","赵秉文","孤虎在深山，一怒风林披。朝食千牛羊，暮食千熊罴。虎暴尚可制，人还寝其皮。旄头飞精光，落地为积尸。焚山赭草木，血积成污池。万灵泣上诉，生民将何为。帝怒敕六丁，雷电下取之。埋魂九地底，压以泰山坻。然后天下人，颇得伸其眉。寄言颠越者，毋得育种遗。"
"仿老杜无家","金","赵秉文","弟妹他乡隔，无家问死生。兵戈尘共暗，江汉月偏清。落日黄牛峡，秋风白帝城。中原消息断，何处是秦京。"
"仿刘长卿出塞二首 其一","金","赵秉文","上山摇白旗，下马驻旌麾。虏骑数重合，汉人三日围。天寒短兵接，日暮战声微。万里天山北，招魂葬不归。"
"仿刘长卿出塞二首 其二","金","赵秉文","初从召募军，麾下点行频。衣上两行泪，灯前万里身。鼓声青海振，战骨黑山尘。落日边风起，萧萧愁杀人。"
"杨妃墓","金","赵秉文","灼灼陌上花，青青路傍草。人心任荣悴，过眼无丑好。马嵬三尺坟，西出剑门道。如何倾国颜，伤心不同老。"
"李夫人墓","金","赵秉文","夫人临诀时，掩面羞人主。空馀返魂香，默默不得语。千秋百岁后，粉黛化为土。一笑不成妍，春风花自舞。"
"延安滋戒师余初主安塞堡簿时相识也今戊子岁春被命作醮平凉偶得相会以四十三年之旧故集句以赠之","金","赵秉文","五城何迢迢，关河茫茫隔波浪。与君别来今几时，翰林白发三千丈。形容变尽语音存，闲思往事是前身。四十三年如电抹，欲谈前事恐无人。庞眉皓首无住著，臂上念珠如皎月。架上楞严已不看，更看脚根参一节。人生何处不相逢，犹恐相逢是梦中。仝是行人更分首，明朝车马各西东。"
"塞上四首 其一","金","赵秉文","穷边四十里，野户两三家。山腹过云影，波光战日华。汲泉寻涧曲，樵路入云斜。随分坡田罢，还簪野草花。"
"塞上四首 其二","金","赵秉文","因寻射雕垒，偶到杀狐川。卤地牛羊瘦，边沙草木膻。废城馀井臼，古戍断烽烟。自说无征战，经今六十年。"
"塞上四首 其三","金","赵秉文","薄宦边城里，经年无客过。一川平地少，四面乱山多。野色连秋塞，边声入暮河。旧貂寒更薄，飘寄欲如何。"
"塞上四首 其四","金","赵秉文","树霭连山郭，林烟接塞垣。断崖悬屋势，涨水没沙痕。烽火云间戍，牛羊岭外村。太平闲檄手，文字付清樽。"
"寒夜","金","赵秉文","岁晏寒无那，夜深清欲饥。竹风惊梦断，雪意听窗知。稍稍鹊翻树，萧萧人语篱。虚明满吾室，何许月来时。"
"三山渡口","金","赵秉文","春水三山渡，斜阳八字堤。河淤树身短，沙截草痕齐。地纳黄流大，天衔浚泽低。故人不我见，愁思使人迷。"
"西陵","金","赵秉文","蔼蔼西陵树，萧条歌吹声。客愁连断雁，地古更荒城。山色娇新雨，河流怒不平。浮云台上起，不尽古今情。"
"柏人光武庙","金","赵秉文","真人开有汉，帝业肇无蒌。洒落君臣契，艰危庙社图。山川扶鄗邑，日月拱东都。社稷千秋里，风云四达衢。北风吹雨雪，西日照桑榆。旧物馀翁仲，荒祠老祝巫。功臣遗像在，时有鼠衔须。"
"正觉院","金","赵秉文","西日转廊腰，疏钟送泬寥。坏墙缘苦竹，破屋上淩霄。白发知僧腊，青灯更客宵。叶声风外尽，窗雨续萧萧。"
"开元寺","金","赵秉文","岁久开元寺，槐花落石龙。僧瓶深碧甃，蜗壁篆金容。窗影年年塔，禽栖夜夜钟。平生睡秋雨，竹阁味偏浓。"
"散策","金","赵秉文","解鞍成小憩，散策遂幽欣。偶拂水边石，坐看嵓上云。桑麻深畏景，水竹淡斜曛。兴寄方自得，清凉谁与分。"
"梁园中秋","金","赵秉文","今夜梁园月，相逢酒一尊。他时千里共，此会几人存。老我追随尽，怜渠笑语温。不眠瞻玉兔，终夕露荷翻。"
"梅和尚节使挽词二首 其一","金","赵秉文","鏖战群奔外，申威一呼间。功名归死事，义勇鄙生还。矢向胡天尽，弓犹汉月弯。君王思战苦，起冢象天山。"
"梅和尚节使挽词二首 其二","金","赵秉文","走卒知虎将，儿童说义州。甘心轻白羽，苦战脱兜鍪。援绝挥戈地，创馀振臂秋。英魂知不泯，结草抗邦仇。"
"温妃挽词二首 其一","金","赵秉文","白日森容卫，青春忽夜台。鼎湖龙已去，禖馆燕空回。仙驾随天远，妆奁恻圣哀。祗应彤史上，遗美不尘埃。"
"温妃挽词二首 其二","金","赵秉文","容卫三春肃，如何一旦殊。妃星沦紫极，帝子没苍梧。卜地陪长乐，升天后鼎湖。皇情何以慰，彤管载嫔虞。"
"和西溪思归","金","赵秉文","好在西溪隐，人今白玉堂。兴来看画本，梦去拂诗墙。旧竹多年合，新松几许长。从渠黄石老，独占白云乡。"
"狱中","金","赵秉文","处顺初无累，安时故不忧。敢遗身后虑，甘向死前休。有姊如工部，无儿似邓攸。悠悠天地意，还许望松楸。"
"徙倚","金","赵秉文","徙倚秋原上，长吟动所思。草荒天马瘦，日落野鹰饥。多病亲朋改，中年齿发衰。功名付公等，才力况明时。"
"寒食遥奠西山寺二首 其一","金","赵秉文","榆中无草色，春水稍渐车。野祭一盂饭，乡愁千里馀。年年寒食客，日日故园疏。莫讶交亲绝，嵇康懒寄书。"
