"题目","朝代","作者","内容"
"九日登繁台寺","金","赵秉文","九日独何日，寒花发幽芬。波澄无馀滓，天清廓游氛。雕翼盘迅风，鸿响厉层云。我与二三友，意适同酣醺。南登歌吹台，一吊信陵君。捐躯赴赵壁，谈笑却秦军。夷门今安在，草没侯嬴坟。我亦感激士，白首羞论文。禁中有颇牧，慷慨志奇勋。登临送将归，无为怆离群。苍茫视八极，烟霭何纷纷。怀士抚长剑，怅然日西曛。"
"伯胜九日诗萧然有陶风趣因次韵","金","赵秉文","九日独何日，高怀无与娱。仰视天宇清，倏见飞鸿孤。哀呜呼其群，相望渺江湖。岂不念亲友，林閒置尊壶。不醉慎毋归，且莫歌骊驹。今日不为乐，奈此岁将徂。风霜艳黄菊，兴与南山俱。此时如不采，但恐随樵苏。日暮登吹台，苍茫望八区。翻然念乡国，北望一长吁。"
"送雷希颜之泾州录事李君美治中公廨南楼坐中作","金","赵秉文","严霜枯百草，摇荡鸿鹄心。翩翩万里翼，随云落西南。泾水东流不到燕，送君落日孤云边。声名一日天下白，还作南楼座中客。西州自古多豪英，作者凛凛气犹生。太尉英风迈万古，不劳折箠笞此虏。男儿生不功名死无益，莫言簿领卑凡职。君不见当时髯张一尉耳，至今双庙令人起。"
"仿玉川子沙麓云鸿研屏吕唐卿藏","金","赵秉文","吾闻春秋纪年二百四十二，不书祥瑞书灾异。不知何年沙麓崩，六鹢退飞失其四。恒星不见夜有光，星陨如雨石在地。孔子讳鲁不讳宋，但记日有食之既。岂知沦影入石中，蟾蜍桂影俱蒙笼。初疑日中有两乌，双飞跳入姮娥宫。鹑火贲贲尾伏辰，状如赤鸟云非云。女娲炼就五色石，抟沙所作愚下人。史苏发占又端策，坎为曳月艮山石。兑升而云离奋翼，重兑为吕归有德。吕侯宝石到子孙，更遣赵子穷其源。齐赵马牛不相及，如何穷此造化根。世閒万事何不有，耳目之外难具论。海中时时发火焰，世界一一持风轮。一微尘内纳须弥，有顶天上犹昆崙。并却咽喉与唇吻，别有一句超乾坤。木人抚掌非耳听，石女怀胎亲眼闻。扇子筑著帝释鼻，鲤鱼惊翻东海盆。吾言非夸子夸矣，要与摩诘无言言。"
"仿乐天新宅","金","赵秉文","吉凶翻覆两何如，新贵移来旧贵居。昨日弓刀围旧宅，今朝车马庆新除。兔惊尚顾罝中兔，鱼逸还寻筚下鱼。富贵贫穷皆有命，大都覆辙戒前车。"
"仿郎士元宝刀塞上儿","金","赵秉文","长安美少年，白马黄金鞭。后骑捧长剑，官仪如殿前。烟尘生绝塞，烽火照甘泉。如闻辞第将，遗貌上凌烟。"
"从军行送田琢器之","金","赵秉文","严风吹霜百草枯，胡儿马肥思南驱。长戈飞鸟不敢度，扼胡岭下行人无。钩钤一夕妖星过，贼臣自掣居庸锁。藏金郿坞未厌深，长安三日燃脐火。胡兵数道下山东，旌旗绛天海水红。胡儿归来血饮马，中原无树摇春风。橐驼毡车载金帛，城上官军空叹息。累累妇女过关头，回望都门心断绝。汉家公主嫁乌孙，圣皇重战议和亲。北望一舍如天远，黄沙茫茫愁杀人。田侯落落奇男子，主辱臣生不如死。殿前画地作山川，请以义军相表里。恨我不得学李英，爱君不减侯莘卿。子明又请当一面，禁中颇牧皆书生。横遮俘尸三十万，潼关大笑哥舒翰。上书慷慨请长缨，临风铩翮空三叹。"
"题杨秘监雪谷晓装图","金","赵秉文","林空月已沈，雪落风未扫。束装事晨征，之子涉远道。心知马上人，万象入腹稿。髯奴亦可人，行李伴幽讨。尘中无此客，风云满怀抱。逢辰则伊吕，不然商山皓。如何苦憔悴，薇蕨不得饱。前身孟浩然，后身穷贾岛。三生纸上形，千古笑枯槁。向来富贵骨，露湿原上草。百年等一梦，翻覆无丑好。那知风雪癯，不是蓬山老。所以荆和璞，一笑几绝倒。"
"题鲁直书黄庭经","金","赵秉文","太清虚皇玉景经，琅函琼笈秘始清。囊以云锦金钿扃，四神守卫诃百灵。中夜一气存黄庭，玄霜琼膏灌子形。方瞳绿发魂魄宁，上寿千岁下百龄。天书夜降敕六丁，控驾三素乘风泠。凤笙龙管超冥冥，扬旌抗旆耀飞星。八威吐毒驱电霆，掷火万里流金铃。仙人拂石劫不停，笑视人世风中萤。世閒醉梦纷膻腥，三尸调汝丹田螟。有如尾闾泄沧溟，一朝神离鸟飞瓶。涪翁书法出兰亭，名书此经实自铭。开卷恍然如酒醒，养生新发庖丁硎。"
"试院中愁坐叔献学博忽送红梅小桃数枝坐念春物骀荡西园开钥不得一观作诗破闷兼简张文学仲山","金","赵秉文","数日天气殊未佳，文书如山眼生花。忽遣官梅入吾室，政尔东君解留客。蜡梅无韵空有香，红梅亦复清而庄。此花韵胜开较晚，天许风流嫁海棠。海棠春娇睡未足，环儿酒晕红潮玉。不应更有林下风，翠袖天寒倚脩竹。银瓶亦有小桃枝，茜裙游女窥荆篱。青枝绿叶不须问，自有月影溪光知。冰花不肯相媚妩，来伴诗人作诗苦。横斜影落水心中，融入诗中作奇语。古来诗人例多穷，把酒对花酒已空。亦知寒食只数日，醉梦不到西园中。天上公子被花恼，一笑回波嘲栲栳。不须区区索酒钱，但可煎茶对花前。"
"慧林赋海棠","金","赵秉文","君不见三郎花下吹觱栗，宁王搦管番绰拍。一声惊梦破华清，海棠顿觉无颜色。又不见百花潭北西郊路，醉里花仙觅奇句。觉来酒尽花已空，诗人不是无心赋。梨园富贵春萧瑟，空对画图三叹息。杜陵谁有补亡诗，坡仙诗中画更奇。君不见西园往日称繁雄，罗衣不复能春风。雄楼杰阁春色里，温馨淑气月明中。纤条袅袅春无力，犹绕空墙绊游客。不应折赠寄僧房，来与幽人慰岑寂。石门老衲僧中癯，鼻端苦觅香有无。何似东庵人散后，月斜疏影照跏趺。"
"冷山行","金","赵秉文","禅房阁雨锁春阴，幽人切切鸣幽琴。一声两声风萧森，三弄五弄天沈沈。纷纶十指终不乱，双鸾对舞扬哀音。初为湘灵怨，再鼓别鹤吟。弦声按抑止复作，忽然变态穷㠊嵚。曲终从容奏恬淡，落花啼鸟青春深。苗夫子，吾独知尔心。胡为翻作冷山操，此意似欲为师箴。昔年忆侍明光宫，曾以丝桐沃舜聪。薰风一曲岩廊静，万国无为至化中。明昌有道真重瞳，重瞳左右多夔龙。朝廷诏起冷岩公，鼎湖龙去弓剑空。不闻天宝相国忠，渔阳马嘶旌旂红。圣主中兴日月功，首诛羿浞锄群凶。张公上书见大计，臣以琴谏非琴工。先生年来到骨穷，但愿四海无兵戎。夜阑更请弹三乐，臣独饥寒亦不恶。"
"和渊明归田园居送潘清客六首 其一","金","赵秉文","身行半天下，何处无名山。苏门天下胜，筑室不待年。曩时孙公和，今代潘子渊。无家安四壁，治生惟寸田。去国行万里，往寄三茅閒。山川半豺虎，一水不得前。寄谢李龙眠，为我写风烟。曲肱画图里，卧游西山颠。尚恨画中隐，不得招闲闲。有愿何必遂，古人岂尽然。"
"和渊明归田园居送潘清客六首 其二","金","赵秉文","人生本无累，世路自羁鞅。悠悠尘中境，翳翳霞外想。苏门有佳处，怅望不得往。遥知西山下，烟雨薇蕨长。有愿神莫违，谁谓河水广。梦逐西飞鸟，一夕骑眇莽。"
"和渊明归田园居送潘清客六首 其三","金","赵秉文","万国角声里，日暮行旅稀。幽人如野鹤，思逐南云飞。冥冥花经眼，冽冽风吹衣。平生香火愿，毋使寸心违。"
"和渊明归田园居送潘清客六首 其四","金","赵秉文","堂堂鸠林师，法喜以为娱。谈道有原委，百川会归墟。城市挽莫留，野性山林居。年荒拾橡栗，湿柴烧橛株。尚怜陶与陆，问讯今何如。当时莲社人，寥落今几馀。脩静复西去，而独逃空虚。蓝舆会相访，容我醉时无。"
"和渊明归田园居送潘清客六首 其五","金","赵秉文","昨日游东城，今日复南陌。偶逢素心人，把手便欢适。一谈复一笑，不觉日西夕。骑马穿市桥，矫首望林隙。归来掩关卧，尚恨为物役。四论喜僧肇，玄文笺陆绩。会当投绝学，缮性终何益。"
"和渊明归田园居送潘清客六首 其六","金","赵秉文","驾牛函谷关，跨鹿涡水曲。相期无翼飞，岂不贤尊足。他年东坡翁，一衲归玉局。相哀老不死，分我一寸烛。千年暗室中，一旦得朝旭。"
"题巨然泉岩老柏图","金","赵秉文","雪嵓森危有老柏，几度寒泉漱秋月。气淩层空白日寒，根贯断崖苍石裂。奔腾逝水送流光，剥落古苔封老节。明堂未作栋梁材，潦倒风霜半无叶。何人胸次富泉石，巨然袖中董元笔。崖倾岸绝无人见，夜半移舟真有力。贤侯笔力今曹植，气象参天二千尺。为回笔力挽万牛，顿觉烟岚少颜色。"
"梦登华山","金","赵秉文","梦登莲华峰，举手摩青天。道人洗我心，相与掬飞泉。风吹青霞佩，飘若云中仙。下视尘世人，扰扰纷腥膻。直欲叫苍穹，生灵日熬煎。安得侧仙掌，狂澜回百川。一洗胡羯尘，万骑还全燕。功成不受赏，弃之若浮烟。金膏换绿发，玉液炼丹田。金丹如可冀，脱屣区中缘。闲寻碧玉调，朗咏青苔篇。还骑双白鹤，飞下青山巅。"
"尚书右丞侯公云溪图","金","赵秉文","朝游云溪上，暮游云溪下。不如云溪云，去作人间雨。流水赴大壑，白云思故山。何时溪上人，心与归云闲。黄公山下云溪路，十里溪光照云树。溪流沥沥读书声，想见先生旧游处。溪上老僧今白头，尺书招我归来休。圯上方传黄石略，山中未暇赤松游。我公昔年提孤军，旌旂绛天张鱼鳞。鲸鲵沸天海水浑，骂贼嚼齿欲透龂。旄倪十万寄一身，咸阳白骨回青春。九重叹息天为颦，殿前论事气益振。沧海未全归禹贡，山东且愿变齐民。匣内宝书金屈戌，腰间瑞节玉麒麟。卫国锦衣归故里，代公黑发更慈亲。他年钟鼎书元勋，二十四考中书君。整顿乾坤济时了，飘然却返云溪云。"
"过广武山","金","赵秉文","尘霾晦金镜，鹿走群雄驰。龙腾海水沸，虎怒风林披。成皋天下险，楚汉昔相持。乃翁一杯羹，且欲共分之。两雄不并立，鸿沟徒尔为。裹创抚战士，智勇亦已疲。荥阳非吾厄，帝图乃天姿。阴陵夜失道，慷慨儿女悲。长陵一抔土，笑煞牧羊儿。胜负两蜗角，兴亡一枰棋。而况彼区区，二蚁争雄雌。西登广武山，旷望大河湄。野旷知天迥，崖倾觉岸危。青山明剑戟，霜林列旌旗。云槎秋浩渺，烟树晴参差。凄凉阮生叹，浩荡谪仙词。怀古念离散，兴极泪还垂。"
"河中八咏 其一 舜井","金","赵秉文","一水独泠然，浮云几变迁。心知思舜处，时见井中天。"
"河中八咏 其二 夷齐墓","金","赵秉文","让伐理难全，求仁岂怨天。乾坤吾道独，宇宙此山传。不肯食周粟，犹应饮舜泉。冥鸿饥欲死，落日唳昏烟。"
"河中八咏 其三 鹳鹊楼","金","赵秉文","楼成鹳鹊几时还，人去楼空境自闲。地接连城秋水渡，河分两岸夕阳山。汀烟冉冉分秦树，陇雁依依度晋关。千古废兴还造物，暂携风月出尘寰。"
"河中八咏 其四 逍遥楼","金","赵秉文","黄河城上逍遥楼，何人能作逍遥游。断霞落日今犹古，明月清风春复秋。千里兵尘常漠漠，五年心事漫悠悠。中条太华不忍见，云自高飞水自流。"
"河中八咏 其五 汾阳王像","金","赵秉文","天宝虏骑兴渔阳，首提孤军起朔方。扫除欃枪廓氛翳，再使日月光吾唐。丹青淩烟谁第一，功业汾阳异姓王。当时太尉亦雄伟，天不憖遗壮士伤。河中重镇甲天下，浑公与公屹相望。时危英雄常恨少，抚壁再拜涕泗滂。诸酋下马识公否，公虽云亡像在堂。"
"河中八咏 其六 吴生画","金","赵秉文","吴生大士十六像，岁久尘昏蛛网丝。真物从来有真赏，息轩为作證明师。"
"河中八咏 其七 杨惠之维摩像","金","赵秉文","一默传心已失机，更求形似转成痴。至今遗像兀不语，犹似当初问法时。"
"河中八咏 其八 先公碑","金","赵秉文","过客纷纷总不知，先公事迹竹溪碑。坡轩不荐山僧意，也觅西厢待月诗。"
"汾阴祠后土","金","赵秉文","闲闲吏隐官蓬莱，玉堂给札非仙才。封香汾阴祠后土，骑士引赴轩辕台。龙门峡束天下险，状如万顷纳一杯。方丘中峙巨鳌趾，黄河一箭从天来。长风吹云碧海去，旷荡万里晴天开。青山终古不改色，下送落日浮金罍。沧波几回照新雁，往日繁雄安在哉。君不见汉家六叶誇雄才，力通象郡臣龙堆。泰山日观封禅罢，属车九九声如雷。横汾中流箫鼓发，酒酣乐极情生哀。秋风一曲在人世，茂陵桂树空莓苔。又不见开元四海不动尘，千麾万骑祠神脽。侍臣文章咸第一，丰碑自勒镵崔嵬。凭高慨咏才子句，山川满目空尘埃。铃声琳琅蜀道雨，想见万里愁云回。蒲关北走荣河道，岩深地古令人老。胡儿夜渡黄河冰，生人憔悴如霜草。吾皇神圣如轩辕，北伐獯鬻清中原。遍秩群神礼乔岳，还因告土祀坤元。灵祇纷纷福来下，倒卷天河洗兵马。重新日月照乾坤，再整山河归庙社。三河形势满河中，独纪葵邱第一功。唐汉遗民寻故事，还思法驾幸河东。"
"会灵观即事二首 其一 戊寅五月十六日试宏词","金","赵秉文","灵宫初雨馀，散策步幽径。深樾不见人，微风度疏磬。心闲偶无事，虚极自生听。时复静中喧，归禽暮争暝。"
"会灵观即事二首 其二","金","赵秉文","欹枕北窗风，书叶久未定。午梦破华胥，起看松阴正。闲居观物化，静处见天性。鸣鸠亦何为，谷谷自相应。"
"题东坡石钟乳山记墨","金","赵秉文","东坡谪齐安，人怒神所许。倒骑卧水龙，醉踞石头虎。赤壁万里江，一叶吾敢侮。归来抵湖口，此乐乃并与。扁舟绝壁下，鹳鹤如人语。风雷相轰豗，水石互吞吐。山遗洞庭乐，帝下钧天舞。石钟不吾欺，一證万万古。遗墨落人间，讹缺十四五。模糊鲁壁简，剥落岐阳鼓。蜿蜒半鳞甲，尚恐脱风雨。画移瓦棺壁，剑化延平渚。祝君十袭藏，堤防六丁取。"
"武元直画乔君章莲峰小隐图","金","赵秉文","武君非画师，胜槩饱胸臆。太华五千仞，驱写入盈尺。飞泉峰顶来，落我松下石。清风忽吹散，琴上溅馀滴。呼儿急写之，指下淋漓湿。未知责子翁，颇复有此适。何时图中人，真作林下客。青山不违人，但恐富贵逼。勇退良独难，此愿谁能必。向来燕赵閒，逆旅拜真逸。儿时弄琴者，天涯老相识。俛仰四十年，父子埋双璧。卷中题诗人，十九已仙籍。年光飞鸟过，纸上但陈迹。对此还自伤，何事为物役。还丹日月迟，白首光阴疾。文章真小技，身外皆长物。拂衣归去来，莲峰入心碧。"
"中元夜祭太一罢对月","金","赵秉文","今夕知何夕，白露涵秋空。褰衣踏明月，如在琼瑶宫。细数秋兔毫，桂树何玲珑。当年谁所种，翳此天公瞳。清光知人意，飞影入杯中。流霞酌不尽，清光浩无穷。我欲溯白云，一访东坡翁。扁舟下赤壁，此乐将无同。畴昔缟衣仙，化作羽衣僮。酒酣邀我去，鹤背冷松风。灵宫夜醮馀，香雾飞不起。更衣步石坛，风露浩如洗。月波走金蛇，入我清尊里。引杯不复疑，弓影正如此。夜深闻雁过，歘见巾落几。松閒龙一吟，风庭应落子。空中步虚声，隐隐犹未已。"
"东轩老人河山形胜图","金","赵秉文","太虚匠流峙，造化谁胚胎。洪荒万万古，至今馀劫灰。黄河发昆崙，匣怒不敢乖。初经龙门天下险，势如万顷纳一杯。桃花浪激不得上，凡鱼几曝鳞与腮。下趋神脽如地底，终古不到轩辕台。蒲津沈沈卧虹影，铁牛驾浪输黄能。千里一曲复一曲，倾山倒岳不复回。巨灵运东肘，首华为崩摧。茅津济师想胜槩，搔首北望令心哀。万派赴集津，鼓声如会垓。神斧忽中断，镵凿何年开。崖倾路断飞鸟绝，轻舟一箭浮天来。篙师绝叫未及瞬，回望已失云涛堆。但见两崖苍苍半天外，三门斗落如惊雷。擘窠大字谁所铭，高山百尺磨苍崖。庙前刘公一片石，龟龙剥落生莓苔。东轩先生生长三晋地，回视韩魏空浮埃。想像旧游处，落笔如山颓。胸中元自有河山，写出胜槩何壮哉。馀波到诸郎，直气淩斗魁。况复文章妙天下，睥睨晁张颦苏梅。竹帛如山不经国，安用江鲍称诗才。刘夫子，我有一杯酒，浇汝胸崔嵬。呜呼圣道久榛塞，孟氏辟路诛蒿莱。诸儒辛苦补罅漏，未见巨手如排淮。后生索涂方擿埴，虽有耳目如婴孩。祝君颓波作砥柱，驱入圣海无津涯。刘夫子，深藏十袭作龟鉴，先君此图吁可怀。"
"春雪","金","赵秉文","幽窗不知春，但觉寒转加。开门散飞雪，带雨不成花。盘空飞琼舞，作态正横斜。著树暂玲珑，少焉委泥沙。急埽枝上玉，为我试新茶。不须待明月，汤好客更佳。"
"同英粹中赋梅","金","赵秉文","寒梅雪中春，高节自一奇。人閒无此花，风月恐未宜。不为爱冷艳，不为惜幽姿。爱此骨中香，花馀嗅空枝。影斜清浅处，香度黄昏时。可使饥无食，不可无吾诗。"
"题赵琳画东坡石上以杖横膝扇头二首 其一","金","赵秉文","庙堂竟何人，此老乃石上。盘礴万古胸，入此一藤杖。击去荆舒蛮，扶来司马相。君看熊虎颜，百兽不敢傍。"
"题赵琳画东坡石上以杖横膝扇头二首 其二","金","赵秉文","东坡谪岭南，一笑六根净。食骨不弃馀，又使群狗竞。手中果何物，乃是照邪镜。尔曹何足容，以杖叩其胫。"
"拟陶和许至忠二首 其一","金","赵秉文","西日颓残照，北风凛寒威。侏儒饱欲死，幽人独无衣。不上北阙书，甘采西山薇。曾子已再化，宁蘧早知非。岂不乐仕宦，恐与心事违。柴桑旧三径，吾行其庶几。尚怜渊明翁，颇负责子讥。隐几茅檐下，聊欲曝斜晖。"
"拟陶和许至忠二首 其二","金","赵秉文","归田有何乐，佳处正在兹。闲与老农语，夜雨深一犁。行年近六十，悠悠复何之。有田足我食，有布成我衣。富于黔娄生，乐于荣启期。妻子愠见言，一点不上眉。吾师有遗训，贫贱不能移。"
"题牧牛扇头","金","赵秉文","一牛顾其犊，一牛轩尻脽。旁有牧犊子，窥巢攀树枝。嗟尔有饷具，不念鸦雏饥。乌鸦各天性，飞来护其儿。汝亲亦念汝，而人独不知。不如两相忘，人禽相娱嬉。"
"东篱采菊图","金","赵秉文","渊明初亦仕，迹留心巳远。雅志怀林渊，高情邈云汉。妖狐伺昼昏，独鹤惊夜半。平生忠义心，回作松菊伴。东篱把一枝，意岂在酒盏。不见白衣来，目送南山雁。淡然忘言说，聊付一笑粲。"
"赠眼医","金","赵秉文","和扁不并世，世岂无良医。今代王彦若，恨无东坡诗。大弨卧壮士，积热下脑脂。神针运斤风，此妙人得知。君言吾有道，神视了不疑。擘山导河流，破壁取蛟螭。圣道如日月，浮云时翳之。谁为补天手，刮膜施金篦。韩孟不可作，此艺真吾师。"
"钓篷","金","赵秉文","船篷无可载，意钓不在鱼。此身真袯襫，万事一籧篨。载浮不载沈，死鱼安足饵。绿水是非波，临流聊洗耳。"
"听雨轩","金","赵秉文","无田妻啼饥，有田稻蟠泥。等为饥所驱，贫富亦两齐。雨中窗下眠，窗外芭蕉语。置书且安眠，催租吏如雨。"
"拟东坡谪居三适 其一 旦起咽日","金","赵秉文","老人畏朝寒，常恨为物役。爬搔未云已，简书催我出。尔来先朝参，晨起喜见日。王事有期程，安能待子息。披衣向东方，聊复效龟吸。渐渐支体柔，谷谷真气入。少焉肝肠暖，阳和通百脉。吾年六秩馀，前路那可必。未来不吾预，已逝安容息。及此未病閒，聊冀一溉益。"
"拟东坡谪居三适 其二 午窗曝背","金","赵秉文","清晨了公事，及午身得闲。南荣有晴日，曝背于其閒。稍稍阳光舒，融融和气还。时携一册书，眼花纷斓斑。倦即枕书卧，散尽腰脚顽。清于三杯馀，甜胜一味跧。人间有此适，不忧天公悭。世人慕暖热，肉屏醉云鬟。虽得一饷乐，忧喜常相关。痴儿亦笑我，市中有樵山。"
"拟东坡谪居三适 其三 夜卧煖炕","金","赵秉文","京师苦寒岁，桂玉不易求。斗粟换束薪，掉臂不肯酬。日粜五升米，未有旦夕忧。近山富黑瑿，百金不难谋。地炕规玲珑，火穴通深幽。长舒两脚睡，暖律初回邹。门前三尺雪，鼻息方齁齁。田家烧榾柮，湿烟泫泪流。浑家身上衣，炙背晓未休。谁能献此术，助汝当衾裯。"
"仿圣俞月出断岸口二首 其一","金","赵秉文","末伏暑尚在，雨点落未落。梦觉起视夜，缺月挂屋角。"
"仿圣俞月出断岸口二首 其二","金","赵秉文","残星横斜河，晨鸡号天风。幽人窗中眠，纱厨明秋空。"
"长白山行","金","赵秉文","长白山雄天北极，白衣仙人常出没。玉龙垂爪落苍崖，四江飞下天绅白。匹马渡江龙飞天，云起侯王化千百。至今甲第多属籍，时清毬马争驰突。锦鞯貂帽猎春风，五陵豪气何飘忽。前年胡骑瞰中原，准拟长城如削铁。君家兄弟真连璧，胸中十万森戈戟。向来论事天子前，汉廷诸公动颜色。心知不易一囚命，顾肯贪功事无益。西南方面应时须，帝曰来前无汝易。从来十益不补损，三辅萧条半荆棘。瘦妻曳耙女扶犁，惟恐官军缺粮给。呜呼疮痍尚未复，且愿休兵养民力。老夫谬忝春官伯，白首书生不经国。伫公功成归庙堂，再献中兴二三策。"
"渡水僧二首 其一","金","赵秉文","落日前溪渡，钟声隔岸闻。秋水深可涉，挽衣踏行云。行云忽破碎，波动生鱼鳞。化为百千我，何者为我身。此身尚非我，况复影中人。画师真具眼，了此起灭因。三生嗣幻梦，一笑语前尘。"
"渡水僧二首 其二","金","赵秉文","一僧杭中流，杖笠行相随。波纹生足指，照影光瀰瀰。一僧到彼岸，前引如导师。腰间两不借，身外一伽黎。一僧方欲涉，结带如有思。前山鸟飞夕，后山云起时。君看眉颊间，中有摩诘诗。"
"时雨","金","赵秉文","天降时雨，山川出云。天相休运，是生世臣。维我世臣，乃国于莘。天子命之，牧尔邦民。北风喈喈，雨雪霏霏。嗟我晋人，而疮而痍。吹之呴之，摩之拊之。于燠其寒，于饱其饥。既瘳既夷，不嚬以嘻。孰为豺虎，载栅载垒。孰为蟊贼，载芟载理。无扰我乡，我乡我里。无伐我桑，我桑我梓。远夷駾矣，我民休矣。公在在堂，如春斯温。激矢在壶，折冲于樽。民安于廛，兵安于屯。公在在堂，锦衣绣裳。敝予改为，斯民不忘。公在在堂，绣裳锦衣。我民之思，无以公归。"
"皇武","金","赵秉文","皇奋厥武，如雷如霆。犷彼远夷，载震载惊。帝命相臣，苏我疲民。维时莘公，展也大成。公自平阳，移镇于秦。世皆谓公，有脚阳春。公在在秦，百年无兵。世皆谓公，斯民德星。维此二方，不宁不令。帅臣议征，发言盈庭。公奏累上，如山不倾。世皆谓公，汉之营平。既宅三辅，复保五城。以迄于今，夏人请盟。维将尽能，维公竭诚。公拜稽首，天子之明。我公归矣，我民思矣。诏公复起，周邦咸喜。愿公百年，以佐天子。罔俾樊侯，于周专美。"
"郑子产庙","金","赵秉文","晋楚更伯争雄尊，势如两虎挟一豚。玉帛事楚方南辕，晋师已及国北门。郑有人焉国无小，晋楚虽大谈笑了。临风三叹酹清樽，注目苍陂望高鸟。"
"过湖城","金","赵秉文","暮行潼关道，百里苍山昏。势断忽平野，大河东南奔。我行属冬季，风雪浩以繁。玄云结层阴，狐貉不得温。岂不念白首，出使万里番。惜彼守冻者，据鞍复何言。"
"过阌乡","金","赵秉文","秦关百二天下壮，百万雄师未能傍。函关未了又潼关，潼关之败何等闲。九龄斥逐姚宋死，边将邀功从此始。今年西屠石堡城，明年又起渔阳兵。朝廷欲藉边将重，不觉胡雏心暗动。禄山前死未可知，虽有渔阳突骑将奚为。自古明王重用武，莫笑书生陈腐语。"
"含元殿","金","赵秉文","秦山从此来，宫殿何巍巍。含元遗址在，下建十丈旗。当昔休明日，轩陛朝诸夷。一旦人事改，翻坐牧羊儿。譬如元气衰，百疾攻四肢。陵夷更五代，兴亡如弈棋。尘埋梨园骨，火烧花萼碑。寝殿通樵径，宫墙插酒旗。至今明月夜，石马空闻嘶。苍天不可问，渭水空自驰。谁为后来者，应与此心期。"
"过乾陵","金","赵秉文","晓日上乾陵，乾陵何巍巍。前瞻对双阙，上有十丈碑。左右蕃夷像，想见朝贡时。一抔土未乾，衮服易袆衣。好还虽天道，剪伐尽本支。凄凉庐陵谪，慷慨黄台辞。赖有狄相国，取日洗咸池。母后盗国鼎，吕氏非薄姬。中睿乃其子，天幸亦其宜。骊山三日火，见笑牧羊儿。如何陵上柏，独有神护持。千秋百岁后，魂魄复来兹。故山草木赭，应悔复辟迟。天回西日照，岁暮北风吹。南登乐游原，默诵昭陵诗。"
"发枣社","金","赵秉文","夜发枣社驿，褰帷见明月。月照断崖冰，风吹阴磴雪。山重复峻岭，十步九盘折。两崖夹深涧，线路仅容辙。缒车下百尺，轣辘声未绝。坡陀到平地，稍喜见雉堞。隔城闻钟鼓，星斗何历历。故人相劳苦，杯酒慰行役。夜阑秉明烛，相对恍如失。"
"过宁州","金","赵秉文","季冬落日黄，霜雪原野白。驱车上峻坂，十步百夫力。我行未半岭，回视但木末。白云在高顶，可望不可及。北风摧去翼，孤烟带远客。居人候征骑，倦仆望前驿。仓皇下坡陀，张灯已昏黑。"
"游华山","金","赵秉文","我从秦川来，历遍终南游。暮行华阴道，清快明双眸。东风一夜翻作恶，尘埃咫尺迷岩幽。山神戏人亦薄相，一杯未尽阴霾收。但见两岸巨壁列剑戟，流泉夹道鸣琳璆。希夷石室绿萝合，金仙鹤驾空悠悠。石门忽断一峰出，婆娑石上为迟留。上方可望不可到，崖倾路绝令人愁。十盘九折羊角上，青柯平上得少休。三峰壁立五千仞，其下无趾傍无俦。巨灵仙掌在霄汉，银河飞下青云头。或云奇胜最高顶，脚力未易穷冥搜。苍龙岭瘦莓苔滑，嵌空石磴谁雕锼。每怜风自四山而下不见底，惟闻松声万壑寒飕飕。扪参历井上绝顶，下视尘世区中囚。酒酣苍茫瞰无际，块视五岳芥九州。南望汉中山，簪如碧玉抽。况复秦宫与汉阙，飘然聚散风中沤。上有明皇玉女之洞天，二十八宿环且周。又有千岁之玉莲，开花十丈藕如舟。五鬣不朽之长松，流膏入地盘蛟虬。采根食实可羽化，方瞳绿发三千秋。时闻笙箫明月夜，芝軿羽盖来瀛洲。乾坤不老青山色，日月万古无停辀。君且为我挽回六龙辔，我亦为君倒却黄河流。终期汗漫游八表，乘风更觅元丹丘。"
"仿渊明自广","金","赵秉文","天地有常度，日月有常数。有生则有死，如朝必有暮。来者不可却，去者那容驻。但喜故岁新，新年行复故。故交零落尽，世岂能久住。年衰性自忘，所以语多误。况复眼半昏，文字宜少觑。前路那可知，正宜委运去。幸近古稀年，无复更多虑。"
"和渊明饮酒二十首 其一","金","赵秉文","翩翩万里鹤，日暮将何之。昏鸦择所安，笑汝不知时。孔席不暇暖，此理吾何疑。尚愧渊明翁，浊酒时一持。"
"和渊明饮酒二十首 其二","金","赵秉文","少长慕富贵，老大思丘山。一为妻子累，不肯践斯言。误落尘网中，黾勉四十年。吾衰有儿子，门户幸可传。"
"和渊明饮酒二十首 其三","金","赵秉文","漆园去我久，举世少真情。晋宋多名流，惜哉亦虚名。浮虚忘轩冕，踰检称达生。渊明初亦仕，不为宠辱惊。笑彼夸毗子，空谈竟何成。"
"和渊明饮酒二十首 其四","金","赵秉文","贫贱岂不苦，仰慕冥鸿飞。富贵岂不乐，乃有黄犬悲。苦乐各异趣，嗜好从所依。我欲作九原，独与渊明归。挂冠不待年，况此齿发衰。遥酹一杯酒，毋使寸心违。"
"和渊明饮酒二十首 其五","金","赵秉文","琳宫杂蛙黾，颇厌鼓吹喧。既久少人事，却爱幽居偏。南轩有奇趣，云峰可当山。一雨溪水涨，稍稍鱼鸟还。我亦乐其乐，可为静者言。"
"和渊明饮酒二十首 其六","金","赵秉文","好丑无定在，当时者为是。弥子当宠时，安知后来毁。世道每如斯，吾生幸不尔。举世尚五弦，安事矜绿绮。"
